loan_id,customer_id,account_id,loan_product,principal_amount,interest_rate_annual_pct,tenure_months,issue_date,due_date,loan_status
LOAN001196,CUST001458,ACC001458,micro_loan,740897,24,15,2026-03-18,2027-06-11,active
LOAN001197,CUST001459,ACC001459,consumer,1788737,21,6,2024-09-15,2025-03-14,active
LOAN001198,CUST001461,ACC001461,salary_advance,1621367,17,9,2023-01-03,2023-09-30,active
LOAN001199,CUST001464,ACC001464,salary_advance,708439,14,9,2023-09-08,2024-06-04,active
LOAN001200,CUST001465,ACC001465,consumer,1272980,18,7,2024-04-28,2024-11-24,active
LOAN001201,CUST001467,ACC001467,salary_advance,1162949,23,17,2025-08-08,2026-12-31,active
LOAN001202,CUST001469,ACC001469,consumer,1480092,23,15,2024-05-25,2025-08-18,active
LOAN001203,CUST001471,ACC001471,consumer,2481930,14,4,2024-09-22,2025-01-20,active
LOAN001204,CUST001472,ACC001472,consumer,1686039,21,3,2025-10-05,2026-01-03,active
LOAN001205,CUST001473,ACC001473,salary_advance,741873,15,13,2025-10-19,2026-11-13,active
LOAN001206,CUST001475,ACC001475,consumer,1218186,19,17,2024-10-14,2026-03-08,active
LOAN001207,CUST001476,ACC001476,salary_advance,812991,15,12,2024-02-27,2025-02-21,active
LOAN001208,CUST001477,ACC001477,salary_advance,1373968,20,14,2024-10-23,2025-12-17,active
LOAN001209,CUST001479,ACC001479,consumer,651871,15,12,2024-12-13,2025-12-08,active
LOAN001210,CUST001480,ACC001480,consumer,1109423,15,6,2025-11-09,2026-05-08,active
LOAN001211,CUST001481,ACC001481,consumer,2174833,20,7,2025-05-10,2025-12-06,active
LOAN001212,CUST001482,ACC001482,micro_loan,2238843,14,9,2025-10-14,2026-07-11,active
LOAN001213,CUST001483,ACC001483,salary_advance,275624,14,12,2023-12-26,2024-12-20,active
LOAN001214,CUST001484,ACC001484,salary_advance,939421,17,3,2024-09-22,2024-12-21,active
LOAN001215,CUST001485,ACC001485,micro_loan,2316381,13,10,2023-04-02,2024-01-27,active
LOAN001216,CUST001486,ACC001486,consumer,1062359,14,15,2025-06-17,2026-09-10,active
LOAN001217,CUST001487,ACC001487,consumer,2500000,22,12,2023-11-12,2024-11-06,active
LOAN001218,CUST001489,ACC001489,salary_advance,1288593,17,4,2024-08-02,2024-11-30,active
LOAN001219,CUST001490,ACC001490,micro_loan,622956,19,6,2025-02-25,2025-08-24,active
LOAN001220,CUST001491,ACC001491,micro_loan,1728786,21,15,2023-05-31,2024-08-23,active
LOAN001221,CUST001492,ACC001492,micro_loan,2091122,23,8,2025-07-17,2026-03-14,active
LOAN001222,CUST001494,ACC001494,micro_loan,1171645,19,16,2026-02-17,2027-06-12,active
LOAN001223,CUST001495,ACC001495,salary_advance,1881849,19,14,2023-10-23,2024-12-16,active
LOAN001224,CUST001497,ACC001497,micro_loan,1761445,20,15,2023-12-02,2025-02-24,active
LOAN001225,CUST001498,ACC001498,micro_loan,962865,23,17,2024-04-23,2025-09-15,active
LOAN001226,CUST001499,ACC001499,salary_advance,1411184,22,8,2023-06-01,2024-01-27,active
LOAN001227,CUST001500,ACC001500,micro_loan,2273791,25,17,2026-01-02,2027-05-27,active
LOAN001228,CUST001501,ACC001501,consumer,680444,25,15,2023-12-26,2025-03-20,active
LOAN001229,CUST001502,ACC001502,consumer,2290166,22,4,2024-11-04,2025-03-04,active
LOAN001230,CUST001504,ACC001504,salary_advance,2093115,15,14,2023-05-03,2024-06-26,active
LOAN001231,CUST001505,ACC001505,consumer,2394320,25,17,2025-04-02,2026-08-25,active
LOAN001232,CUST001506,ACC001506,micro_loan,2461788,20,12,2026-01-25,2027-01-20,active
LOAN001233,CUST001507,ACC001507,micro_loan,577402,19,9,2025-03-16,2025-12-11,active
LOAN001234,CUST001508,ACC001508,consumer,456001,21,11,2025-08-30,2026-07-26,active
LOAN001235,CUST001509,ACC001509,consumer,563587,19,3,2023-03-21,2023-06-19,active
LOAN001236,CUST001510,ACC001510,micro_loan,455879,19,6,2025-07-05,2026-01-01,active
LOAN001237,CUST001511,ACC001511,consumer,828216,12,17,2023-06-27,2024-11-18,active
LOAN001238,CUST001512,ACC001512,consumer,2279558,23,15,2023-08-01,2024-10-24,active
LOAN001239,CUST001514,ACC001514,salary_advance,2500000,17,11,2024-12-26,2025-11-21,active
LOAN001240,CUST001516,ACC001516,micro_loan,650394,23,10,2023-04-04,2024-01-29,active
LOAN001241,CUST001517,ACC001517,consumer,884649,13,7,2024-09-26,2025-04-24,active
LOAN001242,CUST001518,ACC001518,micro_loan,738092,23,12,2024-11-03,2025-10-29,active
LOAN001243,CUST001520,ACC001520,salary_advance,1177711,24,11,2024-10-13,2025-09-08,active
LOAN001244,CUST001522,ACC001522,consumer,2500000,23,13,2023-12-17,2025-01-10,active
LOAN001245,CUST001523,ACC001523,salary_advance,2500000,19,13,2025-02-12,2026-03-09,active
LOAN001246,CUST001524,ACC001524,micro_loan,621883,15,9,2023-01-06,2023-10-03,active
LOAN001247,CUST001525,ACC001525,salary_advance,465948,13,6,2026-03-02,2026-08-29,active
LOAN001248,CUST001526,ACC001526,micro_loan,1972515,18,3,2023-09-11,2023-12-10,active
LOAN001249,CUST001527,ACC001527,salary_advance,533979,23,17,2023-11-27,2025-04-20,active
LOAN001250,CUST001528,ACC001528,salary_advance,400363,18,10,2024-06-03,2025-03-30,active
LOAN001251,CUST001529,ACC001529,consumer,2451320,14,12,2023-06-26,2024-06-20,active
LOAN001252,CUST001531,ACC001531,micro_loan,1264669,20,7,2023-12-15,2024-07-12,active
LOAN001253,CUST001533,ACC001533,micro_loan,1363483,16,11,2023-01-22,2023-12-18,active
LOAN001254,CUST001535,ACC001535,salary_advance,1170191,23,8,2024-06-17,2025-02-12,active
LOAN001255,CUST001536,ACC001536,micro_loan,952364,25,15,2023-06-10,2024-09-02,active
LOAN001256,CUST001537,ACC001537,micro_loan,2500000,19,5,2024-01-19,2024-06-17,active
LOAN001257,CUST001540,ACC001540,micro_loan,1426089,13,5,2025-05-22,2025-10-19,active
LOAN001258,CUST001541,ACC001541,micro_loan,1620392,17,18,2023-12-07,2025-05-30,active
LOAN001259,CUST001542,ACC001542,micro_loan,2500000,24,16,2023-08-28,2024-12-20,active
LOAN001260,CUST001543,ACC001543,consumer,781735,21,8,2024-04-28,2024-12-24,active
LOAN001261,CUST001544,ACC001544,micro_loan,743706,12,6,2025-12-30,2026-06-28,active
LOAN001262,CUST001545,ACC001545,micro_loan,305067,19,7,2023-03-27,2023-10-23,active
LOAN001263,CUST001546,ACC001546,salary_advance,1485439,13,3,2025-02-19,2025-05-20,active
LOAN001264,CUST001547,ACC001547,consumer,497410,24,8,2023-04-24,2023-12-20,active
LOAN001265,CUST001548,ACC001548,consumer,1835347,25,6,2024-04-02,2024-09-29,active
LOAN001266,CUST001549,ACC001549,micro_loan,1098369,16,3,2024-08-23,2024-11-21,active
LOAN001267,CUST001550,ACC001550,salary_advance,2500000,15,15,2024-05-22,2025-08-15,active
LOAN001268,CUST001551,ACC001551,micro_loan,814574,13,8,2025-07-10,2026-03-07,active
LOAN001269,CUST001552,ACC001552,salary_advance,1744071,20,10,2024-04-20,2025-02-14,active
LOAN001270,CUST001553,ACC001553,salary_advance,1417249,20,12,2025-07-19,2026-07-14,active
LOAN001271,CUST001554,ACC001554,salary_advance,1840371,14,3,2025-03-10,2025-06-08,active
LOAN001272,CUST001555,ACC001555,micro_loan,1660266,12,14,2025-08-30,2026-10-24,active
LOAN001273,CUST001556,ACC001556,micro_loan,1247338,25,16,2024-03-04,2025-06-27,active
LOAN001274,CUST001557,ACC001557,micro_loan,1607818,20,3,2025-03-31,2025-06-29,active
LOAN001275,CUST001558,ACC001558,salary_advance,796960,20,16,2024-08-01,2025-11-24,active
LOAN001276,CUST001560,ACC001560,consumer,2110038,17,5,2025-05-10,2025-10-07,active
LOAN001277,CUST001562,ACC001562,micro_loan,1570187,12,4,2024-03-26,2024-07-24,active
LOAN001278,CUST001564,ACC001564,micro_loan,2137733,12,17,2024-05-30,2025-10-22,active
LOAN001279,CUST001566,ACC001566,salary_advance,649794,15,10,2024-09-28,2025-07-25,active
LOAN001280,CUST001567,ACC001567,micro_loan,1393942,15,6,2023-05-19,2023-11-15,active
LOAN001281,CUST001568,ACC001568,salary_advance,671012,23,8,2023-01-01,2023-08-29,active
LOAN001282,CUST001569,ACC001569,salary_advance,593369,14,16,2024-07-15,2025-11-07,active
LOAN001283,CUST001570,ACC001570,salary_advance,2314926,23,7,2023-08-11,2024-03-08,active
LOAN001284,CUST001571,ACC001571,consumer,632001,22,14,2023-06-18,2024-08-11,active
LOAN001285,CUST001573,ACC001573,salary_advance,1852875,22,17,2023-07-10,2024-12-01,active
LOAN001286,CUST001574,ACC001574,micro_loan,1620034,12,11,2023-10-21,2024-09-15,active
LOAN001287,CUST001575,ACC001575,consumer,1555107,24,16,2024-06-09,2025-10-02,active
LOAN001288,CUST001576,ACC001576,salary_advance,2336847,17,9,2025-10-14,2026-07-11,active
LOAN001289,CUST001577,ACC001577,micro_loan,2500000,14,17,2023-07-08,2024-11-29,active
LOAN001290,CUST001579,ACC001579,micro_loan,1826221,21,16,2024-05-03,2025-08-26,active
LOAN001291,CUST001580,ACC001580,salary_advance,1820188,18,3,2023-10-02,2023-12-31,active
LOAN001292,CUST001581,ACC001581,consumer,2500000,23,11,2024-11-19,2025-10-15,active
LOAN001293,CUST001583,ACC001583,consumer,339213,20,4,2024-08-28,2024-12-26,active
LOAN001294,CUST001584,ACC001584,micro_loan,869391,20,12,2025-07-19,2026-07-14,active
LOAN001295,CUST001585,ACC001585,micro_loan,2400240,19,9,2024-03-20,2024-12-15,active
LOAN001296,CUST001586,ACC001586,salary_advance,1978401,21,12,2025-01-28,2026-01-23,active
LOAN001297,CUST001587,ACC001587,micro_loan,1772755,17,15,2024-10-26,2026-01-19,active
LOAN001298,CUST001588,ACC001588,micro_loan,1480243,15,9,2024-03-27,2024-12-22,active
LOAN001299,CUST001589,ACC001589,micro_loan,2500000,13,8,2025-08-16,2026-04-13,active
LOAN001300,CUST001590,ACC001590,consumer,1103295,16,3,2023-02-19,2023-05-20,active
LOAN001301,CUST001592,ACC001592,consumer,723752,25,6,2023-06-16,2023-12-13,active
LOAN001302,CUST001593,ACC001593,consumer,686479,19,14,2023-12-12,2025-02-04,active
LOAN001303,CUST001595,ACC001595,micro_loan,445689,16,9,2025-03-13,2025-12-08,active
LOAN001304,CUST001597,ACC001597,consumer,538310,22,5,2024-05-21,2024-10-18,active
LOAN001305,CUST001598,ACC001598,salary_advance,440017,14,13,2023-01-22,2024-02-16,active
LOAN001306,CUST001599,ACC001599,consumer,1050742,18,12,2025-03-21,2026-03-16,active
LOAN001307,CUST001600,ACC001600,consumer,2021523,19,18,2024-02-23,2025-08-16,active
LOAN001308,CUST001601,ACC001601,salary_advance,1327107,12,7,2024-04-05,2024-11-01,active
LOAN001309,CUST001602,ACC001602,micro_loan,1370805,24,14,2023-03-19,2024-05-12,active
LOAN001310,CUST001603,ACC001603,salary_advance,2146708,17,16,2024-07-16,2025-11-08,active
LOAN001311,CUST001604,ACC001604,consumer,1027953,21,7,2023-06-05,2024-01-01,active
LOAN001312,CUST001605,ACC001605,micro_loan,1417859,25,16,2024-01-19,2025-05-13,active
LOAN001313,CUST001606,ACC001606,salary_advance,2402108,18,13,2026-02-14,2027-03-11,active
LOAN001314,CUST001607,ACC001607,consumer,1628958,18,6,2024-12-21,2025-06-19,active
LOAN001315,CUST001608,ACC001608,micro_loan,2130549,15,17,2024-05-15,2025-10-07,active
LOAN001316,CUST001609,ACC001609,consumer,1956195,19,7,2024-12-18,2025-07-16,active
LOAN001317,CUST001610,ACC001610,consumer,1005116,25,7,2023-06-01,2023-12-28,active
LOAN001318,CUST001612,ACC001612,salary_advance,2227968,14,3,2025-11-07,2026-02-05,active
LOAN001319,CUST001613,ACC001613,salary_advance,1159314,24,16,2025-09-11,2027-01-04,active
LOAN001320,CUST001615,ACC001615,salary_advance,1300630,16,3,2025-03-29,2025-06-27,active
LOAN001321,CUST001616,ACC001616,micro_loan,711318,16,13,2023-02-26,2024-03-22,active
LOAN001322,CUST001617,ACC001617,micro_loan,2114449,18,10,2023-07-20,2024-05-15,active
LOAN001323,CUST001618,ACC001618,salary_advance,1085872,25,17,2024-09-05,2026-01-28,active
LOAN001324,CUST001619,ACC001619,salary_advance,2135470,19,14,2026-01-03,2027-02-27,active
LOAN001325,CUST001621,ACC001621,micro_loan,2125445,13,8,2025-08-13,2026-04-10,active
LOAN001326,CUST001622,ACC001622,salary_advance,2500000,25,13,2023-03-27,2024-04-20,active
LOAN001327,CUST001623,ACC001623,micro_loan,2500000,19,7,2024-01-11,2024-08-08,active
LOAN001328,CUST001624,ACC001624,salary_advance,1194180,13,13,2023-08-26,2024-09-19,active
LOAN001329,CUST001625,ACC001625,micro_loan,1352993,25,13,2026-02-12,2027-03-09,active
LOAN001330,CUST001626,ACC001626,consumer,1188883,24,12,2023-03-15,2024-03-09,active
LOAN001331,CUST001627,ACC001627,salary_advance,757731,13,15,2025-05-30,2026-08-23,active
LOAN001332,CUST001628,ACC001628,salary_advance,2236858,12,15,2025-09-24,2026-12-18,active
LOAN001333,CUST001629,ACC001629,consumer,500393,13,6,2025-02-17,2025-08-16,active
LOAN001334,CUST001630,ACC001630,salary_advance,2500000,22,9,2023-04-21,2024-01-16,active
LOAN001335,CUST001631,ACC001631,micro_loan,1514412,25,12,2023-01-14,2024-01-09,active
LOAN001336,CUST001634,ACC001634,consumer,829695,14,7,2023-05-27,2023-12-23,active
LOAN001337,CUST001635,ACC001635,salary_advance,401773,19,14,2024-01-02,2025-02-25,active
LOAN001338,CUST001636,ACC001636,salary_advance,1289667,20,6,2024-04-23,2024-10-20,active
LOAN001339,CUST001637,ACC001637,micro_loan,874990,14,11,2024-02-15,2025-01-10,active
LOAN001340,CUST001638,ACC001638,consumer,1004017,24,11,2024-05-14,2025-04-09,active
LOAN001341,CUST001639,ACC001639,consumer,2500000,18,12,2025-06-09,2026-06-04,active
LOAN001342,CUST001640,ACC001640,salary_advance,2500000,16,8,2023-08-27,2024-04-23,active
LOAN001343,CUST001641,ACC001641,micro_loan,1573457,16,11,2023-08-27,2024-07-22,active
LOAN001344,CUST001642,ACC001642,salary_advance,843085,24,11,2023-02-05,2024-01-01,active
LOAN001345,CUST001643,ACC001643,salary_advance,1880439,22,8,2025-12-09,2026-08-06,active
LOAN001346,CUST001644,ACC001644,salary_advance,2500000,22,18,2025-07-05,2026-12-27,active
LOAN001347,CUST001645,ACC001645,micro_loan,572000,20,13,2026-02-10,2027-03-07,active
LOAN001348,CUST001646,ACC001646,consumer,1881897,19,15,2024-02-06,2025-05-01,active
LOAN001349,CUST001648,ACC001648,micro_loan,547863,20,4,2025-08-10,2025-12-08,active
LOAN001350,CUST001649,ACC001649,salary_advance,2500000,21,16,2023-09-25,2025-01-17,active
LOAN001351,CUST001650,ACC001650,consumer,2168621,16,9,2025-05-25,2026-02-19,active
LOAN001352,CUST001651,ACC001651,salary_advance,1112102,20,14,2025-11-25,2027-01-19,active
LOAN001353,CUST001652,ACC001652,micro_loan,1899228,16,18,2024-05-19,2025-11-10,active
LOAN001354,CUST001654,ACC001654,consumer,2406162,13,17,2024-08-06,2025-12-29,active
LOAN001355,CUST001655,ACC001655,consumer,813938,16,16,2024-03-24,2025-07-17,active
LOAN001356,CUST001657,ACC001657,consumer,2309062,17,3,2023-12-03,2024-03-02,active
LOAN001357,CUST001662,ACC001662,consumer,657183,23,6,2024-05-07,2024-11-03,active
LOAN001358,CUST001663,ACC001663,micro_loan,862501,15,9,2024-12-19,2025-09-15,active
LOAN001359,CUST001665,ACC001665,consumer,2108799,15,14,2024-08-19,2025-10-13,active
LOAN001360,CUST001666,ACC001666,micro_loan,2471311,17,15,2025-09-14,2026-12-08,active
LOAN001361,CUST001667,ACC001667,micro_loan,2500000,16,7,2025-06-24,2026-01-20,active
LOAN001362,CUST001668,ACC001668,micro_loan,987163,13,17,2024-05-25,2025-10-17,active
LOAN001363,CUST001669,ACC001669,consumer,2500000,20,12,2025-01-06,2026-01-01,active
LOAN001364,CUST001670,ACC001670,salary_advance,1010260,20,4,2025-03-27,2025-07-25,active
LOAN001365,CUST001672,ACC001672,consumer,2022608,12,18,2023-06-20,2024-12-11,active
LOAN001366,CUST001673,ACC001673,consumer,1878220,15,17,2025-09-15,2027-02-07,active
LOAN001367,CUST001674,ACC001674,consumer,447589,25,6,2024-10-11,2025-04-09,active
LOAN001368,CUST001675,ACC001675,micro_loan,429640,20,5,2023-12-16,2024-05-14,active
LOAN001369,CUST001677,ACC001677,consumer,1878530,22,16,2024-08-09,2025-12-02,active
LOAN001370,CUST001678,ACC001678,salary_advance,2500000,15,3,2024-01-25,2024-04-24,active
LOAN001371,CUST001679,ACC001679,consumer,2017573,22,3,2025-10-25,2026-01-23,active
LOAN001372,CUST001680,ACC001680,consumer,2054470,15,3,2024-04-06,2024-07-05,active
LOAN001373,CUST001681,ACC001681,salary_advance,2483701,25,17,2023-06-06,2024-10-28,active
LOAN001374,CUST001682,ACC001682,salary_advance,882042,17,6,2023-06-14,2023-12-11,active
LOAN001375,CUST001683,ACC001683,consumer,906861,23,11,2024-01-26,2024-12-21,active
LOAN001376,CUST001684,ACC001684,micro_loan,2136105,14,17,2024-08-04,2025-12-27,active
LOAN001377,CUST001685,ACC001685,salary_advance,2500000,23,6,2024-07-26,2025-01-22,active
LOAN001378,CUST001687,ACC001687,salary_advance,1020319,14,10,2024-12-15,2025-10-11,active
LOAN001379,CUST001688,ACC001688,consumer,815502,19,6,2025-01-24,2025-07-23,active
LOAN001380,CUST001689,ACC001689,consumer,2176722,12,6,2023-01-05,2023-07-04,active
LOAN001381,CUST001690,ACC001690,micro_loan,1726369,16,3,2026-03-17,2026-06-15,active
LOAN001382,CUST001691,ACC001691,consumer,2421678,13,17,2024-04-23,2025-09-15,active
LOAN001383,CUST001693,ACC001693,salary_advance,636924,23,5,2024-02-26,2024-07-25,active
LOAN001384,CUST001694,ACC001694,salary_advance,1144321,14,3,2024-12-16,2025-03-16,active
LOAN001385,CUST001695,ACC001695,salary_advance,438949,14,13,2025-04-11,2026-05-06,active
LOAN001386,CUST001696,ACC001696,salary_advance,482134,12,15,2023-08-29,2024-11-21,active
LOAN001387,CUST001697,ACC001697,consumer,1168611,16,18,2025-09-09,2027-03-03,active
LOAN001388,CUST001698,ACC001698,micro_loan,2500000,13,4,2023-02-12,2023-06-12,active
LOAN001389,CUST001699,ACC001699,micro_loan,1349532,13,15,2022-12-28,2024-03-22,active
LOAN001390,CUST001700,ACC001700,consumer,1268462,14,14,2024-11-17,2026-01-11,active
LOAN001391,CUST001701,ACC001701,consumer,2417661,16,15,2023-04-20,2024-07-13,active
LOAN001392,CUST001702,ACC001702,salary_advance,941857,20,13,2023-10-17,2024-11-10,active
LOAN001393,CUST001703,ACC001703,consumer,1859179,18,6,2025-09-06,2026-03-05,active
LOAN001394,CUST001704,ACC001704,micro_loan,2500000,13,3,2025-12-21,2026-03-21,active
LOAN001395,CUST001706,ACC001706,micro_loan,1130552,23,8,2026-03-22,2026-11-17,active
LOAN001396,CUST001707,ACC001707,consumer,817549,24,6,2023-09-11,2024-03-09,active
LOAN001397,CUST001708,ACC001708,salary_advance,339236,13,17,2023-03-21,2024-08-12,active
LOAN001398,CUST001710,ACC001710,micro_loan,758595,16,4,2023-05-01,2023-08-29,active
LOAN001399,CUST001711,ACC001711,micro_loan,2243039,15,11,2024-07-16,2025-06-11,active
LOAN001400,CUST001712,ACC001712,consumer,2153562,23,18,2025-07-06,2026-12-28,active
LOAN001401,CUST001713,ACC001713,consumer,2227453,25,3,2023-04-21,2023-07-20,active
LOAN001402,CUST001714,ACC001714,salary_advance,2434366,15,11,2023-12-02,2024-10-27,active
LOAN001403,CUST001715,ACC001715,consumer,1226450,18,10,2024-08-21,2025-06-17,active
LOAN001404,CUST001717,ACC001717,salary_advance,894766,18,18,2025-11-05,2027-04-29,active
LOAN001405,CUST001718,ACC001718,salary_advance,2456095,18,16,2025-07-04,2026-10-27,active
LOAN001406,CUST001721,ACC001721,salary_advance,1541802,20,15,2024-09-09,2025-12-03,active
LOAN001407,CUST001722,ACC001722,consumer,1551794,22,15,2023-07-14,2024-10-06,active
LOAN001408,CUST001723,ACC001723,consumer,1544826,25,15,2024-04-18,2025-07-12,active
LOAN001409,CUST001724,ACC001724,consumer,1671014,16,15,2023-02-18,2024-05-13,active
LOAN001410,CUST001725,ACC001725,micro_loan,1494672,19,12,2025-07-03,2026-06-28,active
LOAN001411,CUST001727,ACC001727,consumer,1797312,24,4,2025-01-21,2025-05-21,active
LOAN001412,CUST001728,ACC001728,consumer,1129566,18,17,2025-03-01,2026-07-24,active
LOAN001413,CUST001730,ACC001730,salary_advance,863073,19,4,2023-04-06,2023-08-04,active
LOAN001414,CUST001731,ACC001731,consumer,1141877,18,5,2023-09-02,2024-01-30,active
LOAN001415,CUST001732,ACC001732,salary_advance,1737730,16,3,2022-12-22,2023-03-22,active
LOAN001416,CUST001733,ACC001733,micro_loan,2500000,14,9,2025-10-06,2026-07-03,active
LOAN001417,CUST001734,ACC001734,consumer,702001,23,7,2026-01-15,2026-08-13,active
LOAN001418,CUST001735,ACC001735,salary_advance,1872600,21,13,2023-12-19,2025-01-12,active
LOAN001419,CUST001736,ACC001736,micro_loan,789663,24,17,2025-10-03,2027-02-25,active
LOAN001420,CUST001737,ACC001737,consumer,610358,17,14,2022-12-26,2024-02-19,active
LOAN001421,CUST001738,ACC001738,consumer,1808248,13,15,2025-07-15,2026-10-08,active
LOAN001422,CUST001739,ACC001739,salary_advance,944053,12,14,2024-09-05,2025-10-30,active
LOAN001423,CUST001740,ACC001740,consumer,668587,22,16,2023-12-14,2025-04-07,active
LOAN001424,CUST001741,ACC001741,salary_advance,529371,24,11,2025-07-11,2026-06-06,active
LOAN001425,CUST001742,ACC001742,consumer,1756943,22,18,2025-03-14,2026-09-05,active
LOAN001426,CUST001743,ACC001743,micro_loan,1071060,16,14,2025-03-18,2026-05-12,active
LOAN001427,CUST001744,ACC001744,consumer,1802284,13,15,2023-12-24,2025-03-18,active
LOAN001428,CUST001745,ACC001745,consumer,2009204,22,16,2024-06-12,2025-10-05,active
LOAN001429,CUST001746,ACC001746,micro_loan,1095949,24,7,2023-02-19,2023-09-17,active
LOAN001430,CUST001747,ACC001747,salary_advance,941379,21,12,2024-03-04,2025-02-27,active
LOAN001431,CUST001748,ACC001748,micro_loan,2316111,19,3,2023-10-15,2024-01-13,active
LOAN001432,CUST001749,ACC001749,micro_loan,1655267,15,3,2025-03-15,2025-06-13,active
LOAN001433,CUST001750,ACC001750,micro_loan,1549940,12,14,2026-03-30,2027-05-24,active
LOAN001434,CUST001751,ACC001751,salary_advance,489007,17,10,2025-03-26,2026-01-20,active
LOAN001435,CUST001752,ACC001752,micro_loan,2459373,16,4,2025-09-28,2026-01-26,active
LOAN001436,CUST001753,ACC001753,micro_loan,1827713,18,12,2024-06-11,2025-06-06,active
LOAN001437,CUST001754,ACC001754,micro_loan,1800719,25,14,2025-10-31,2026-12-25,active
LOAN001438,CUST001756,ACC001756,consumer,936642,16,17,2023-06-16,2024-11-07,active
LOAN001439,CUST001757,ACC001757,micro_loan,484949,17,7,2025-04-11,2025-11-07,active
LOAN001440,CUST001758,ACC001758,micro_loan,1817514,25,4,2024-07-02,2024-10-30,active
LOAN001441,CUST001759,ACC001759,consumer,1230287,17,13,2025-01-31,2026-02-25,active
LOAN001442,CUST001760,ACC001760,salary_advance,1361967,23,7,2026-02-08,2026-09-06,active
LOAN001443,CUST001761,ACC001761,salary_advance,1047379,23,8,2023-01-04,2023-09-01,active
LOAN001444,CUST001762,ACC001762,micro_loan,699086,23,8,2025-07-18,2026-03-15,active
LOAN001445,CUST001763,ACC001763,salary_advance,2060897,12,18,2024-06-20,2025-12-12,active
LOAN001446,CUST001765,ACC001765,micro_loan,1450449,18,10,2025-09-01,2026-06-28,active
LOAN001447,CUST001766,ACC001766,salary_advance,753499,15,11,2025-11-24,2026-10-20,active
LOAN001448,CUST001767,ACC001767,micro_loan,692434,22,6,2025-02-04,2025-08-03,active
LOAN001449,CUST001770,ACC001770,consumer,1326572,21,15,2024-11-27,2026-02-20,active
LOAN001450,CUST001771,ACC001771,consumer,2500000,20,15,2023-04-13,2024-07-06,active
LOAN001451,CUST001772,ACC001772,consumer,2250508,13,10,2024-10-23,2025-08-19,active
LOAN001452,CUST001773,ACC001773,consumer,1459082,16,16,2024-08-04,2025-11-27,active
LOAN001453,CUST001774,ACC001774,salary_advance,1833719,25,4,2024-01-14,2024-05-13,active
LOAN001454,CUST001775,ACC001775,micro_loan,460927,15,3,2023-04-09,2023-07-08,active
LOAN001455,CUST001776,ACC001776,salary_advance,2449445,17,18,2025-01-14,2026-07-08,active
LOAN001456,CUST001777,ACC001777,salary_advance,2500000,15,10,2023-10-23,2024-08-18,active
LOAN001457,CUST001778,ACC001778,salary_advance,1833427,22,10,2025-02-11,2025-12-08,active
LOAN001458,CUST001779,ACC001779,consumer,1453310,22,17,2025-04-23,2026-09-15,active
LOAN001459,CUST001780,ACC001780,consumer,2003281,22,9,2025-02-04,2025-11-01,active
LOAN001460,CUST001782,ACC001782,micro_loan,1375525,20,6,2026-02-12,2026-08-11,active
LOAN001461,CUST001783,ACC001783,consumer,319662,13,10,2025-05-07,2026-03-03,active
LOAN001462,CUST001784,ACC001784,salary_advance,582490,16,8,2023-05-11,2024-01-06,active
LOAN001463,CUST001785,ACC001785,micro_loan,1471355,15,16,2024-05-23,2025-09-15,active
LOAN001464,CUST001786,ACC001786,salary_advance,2500000,12,3,2023-09-23,2023-12-22,active
LOAN001465,CUST001787,ACC001787,micro_loan,2500000,22,13,2025-11-16,2026-12-11,active
LOAN001466,CUST001788,ACC001788,consumer,635002,25,8,2023-10-02,2024-05-29,active
LOAN001467,CUST001789,ACC001789,micro_loan,1773816,16,10,2026-01-08,2026-11-04,active
LOAN001468,CUST001790,ACC001790,salary_advance,283782,18,3,2025-08-28,2025-11-26,active
LOAN001469,CUST001791,ACC001791,micro_loan,2168298,12,4,2023-08-28,2023-12-26,active
LOAN001470,CUST001793,ACC001793,salary_advance,401280,17,3,2025-01-15,2025-04-15,active
LOAN001471,CUST001795,ACC001795,micro_loan,2500000,17,17,2025-01-05,2026-05-30,active
LOAN001472,CUST001796,ACC001796,salary_advance,2049262,17,7,2024-09-13,2025-04-11,active
LOAN001473,CUST001797,ACC001797,salary_advance,1802726,12,16,2023-02-17,2024-06-11,active
LOAN001474,CUST001798,ACC001798,micro_loan,300335,18,6,2024-06-01,2024-11-28,active
LOAN001475,CUST001799,ACC001799,consumer,1321808,13,4,2024-07-10,2024-11-07,active
LOAN001476,CUST001801,ACC001801,salary_advance,435834,21,12,2025-10-01,2026-09-26,active
LOAN001477,CUST001802,ACC001802,salary_advance,2500000,18,11,2024-01-26,2024-12-21,active
LOAN001478,CUST001803,ACC001803,salary_advance,1309765,18,5,2025-12-17,2026-05-16,active
LOAN001479,CUST001804,ACC001804,micro_loan,2500000,12,6,2025-11-18,2026-05-17,active
LOAN001480,CUST001805,ACC001805,micro_loan,817839,25,4,2024-01-16,2024-05-15,active
LOAN001481,CUST001806,ACC001806,consumer,2500000,21,17,2025-10-09,2027-03-03,active
LOAN001482,CUST001807,ACC001807,salary_advance,2500000,24,12,2023-01-01,2023-12-27,active
LOAN001483,CUST001810,ACC001810,salary_advance,1759231,20,8,2023-02-09,2023-10-07,active
LOAN001484,CUST001811,ACC001811,micro_loan,2278819,19,5,2025-04-19,2025-09-16,active
LOAN001485,CUST001814,ACC001814,micro_loan,1162506,15,17,2023-04-01,2024-08-23,active
