account_id,customer_id,account_type,currency,opened_at,status,current_balance,available_balance
ACC001783,CUST001783,wallet,UGX,2025-05-07,open,2033825,2004995
ACC001784,CUST001784,wallet,UGX,2023-05-11,open,1543725,1486065
ACC001785,CUST001785,savings,UGX,2024-05-23,open,1224509,1080359
ACC001786,CUST001786,savings,UGX,2023-09-23,open,1372195,1148215
ACC001787,CUST001787,merchant,UGX,2025-11-16,open,973250,710270
ACC001788,CUST001788,merchant,UGX,2023-10-02,open,1940445,1882785
ACC001789,CUST001789,wallet,UGX,2026-01-08,open,1844900,1676915
ACC001790,CUST001790,merchant,UGX,2025-08-28,frozen,3473590,3451675
ACC001791,CUST001791,checking,UGX,2023-08-28,open,674846,487451
ACC001792,CUST001792,merchant,UGX,2025-06-12,open,2516588,2516588
ACC001793,CUST001793,wallet,UGX,2025-01-15,open,1801262,1763932
ACC001794,CUST001794,wallet,UGX,2024-02-26,open,2322227,2322227
ACC001795,CUST001795,savings,UGX,2025-01-05,open,1089078,761268
ACC001796,CUST001796,savings,UGX,2024-09-13,open,1455749,1269099
ACC001797,CUST001797,wallet,UGX,2023-02-17,open,905972,747407
ACC001798,CUST001798,savings,UGX,2024-06-01,open,2453492,2430077
ACC001799,CUST001799,savings,UGX,2024-07-10,open,1628178,1516188
ACC001800,CUST001800,wallet,UGX,2023-09-18,open,3256052,3256052
ACC001801,CUST001801,merchant,UGX,2025-10-01,open,2246168,2208838
ACC001802,CUST001802,savings,UGX,2024-01-26,open,703123,431313
ACC001803,CUST001803,merchant,UGX,2025-12-17,open,1289246,1173926
ACC001804,CUST001804,merchant,UGX,2025-11-18,frozen,690223,428913
ACC001805,CUST001805,merchant,UGX,2024-01-16,open,2518095,2443435
ACC001806,CUST001806,wallet,UGX,2025-10-09,open,873542,621147
ACC001807,CUST001807,savings,UGX,2023-01-01,open,1234913,907103
ACC001808,CUST001808,wallet,UGX,2023-07-08,frozen,1839086,1839086
ACC001809,CUST001809,checking,UGX,2023-07-04,open,1833189,1833189
ACC001810,CUST001810,merchant,UGX,2023-02-09,frozen,1717596,1549611
ACC001811,CUST001811,merchant,UGX,2025-04-19,open,787278,585468
ACC001812,CUST001812,savings,UGX,2025-07-01,open,3671275,3671275
ACC001813,CUST001813,merchant,UGX,2025-02-14,open,2441064,2441064
ACC001814,CUST001814,savings,UGX,2023-04-01,open,2474963,2365388
ACC001815,CUST001815,wallet,UGX,2023-08-23,open,797004,609609
ACC001816,CUST001816,savings,UGX,2023-06-02,frozen,515213,313403
ACC001817,CUST001817,merchant,UGX,2025-10-19,open,2986561,2920816
ACC001818,CUST001818,savings,UGX,2023-02-13,frozen,1287888,1230228
ACC001819,CUST001819,wallet,UGX,2024-02-08,open,1638813,1441578
ACC001820,CUST001820,wallet,UGX,2025-01-29,open,2417923,2417923
ACC001821,CUST001821,checking,UGX,2025-10-10,open,947579,774599
ACC001822,CUST001822,wallet,UGX,2025-09-21,open,807493,620098
ACC001823,CUST001823,checking,UGX,2025-05-01,open,1580508,1522848
ACC001824,CUST001824,merchant,UGX,2025-09-26,frozen,1433572,1321582
ACC001825,CUST001825,merchant,UGX,2025-10-22,open,2845389,2810059
ACC001826,CUST001826,wallet,UGX,2025-10-08,open,2639793,2639793
ACC001827,CUST001827,merchant,UGX,2024-04-10,open,1947273,1728123
ACC001828,CUST001828,checking,UGX,2024-08-30,open,962814,833079
ACC001829,CUST001829,savings,UGX,2023-06-28,open,1848466,1689481
ACC001830,CUST001830,checking,UGX,2026-02-28,open,2822785,2805120
ACC001831,CUST001831,merchant,UGX,2025-11-13,open,838703,708968
ACC001832,CUST001832,merchant,UGX,2025-06-27,frozen,1998660,1941000
ACC001833,CUST001833,savings,UGX,2024-01-19,open,1285773,1141623
ACC001834,CUST001834,savings,UGX,2025-04-27,frozen,1494460,1494460
ACC001835,CUST001835,savings,UGX,2025-02-06,frozen,1285397,1022417
ACC001836,CUST001836,wallet,UGX,2023-05-28,open,1930009,1688944
ACC001837,CUST001837,savings,UGX,2025-04-20,open,2899014,2899014
ACC001838,CUST001838,savings,UGX,2024-01-28,open,1042332,941427
ACC001839,CUST001839,checking,UGX,2024-01-01,open,1531573,1531573
ACC001840,CUST001840,merchant,UGX,2025-10-27,open,1131582,963597
ACC001841,CUST001841,merchant,UGX,2025-10-01,open,572030,384635
ACC001842,CUST001842,wallet,UGX,2025-06-13,open,1699156,1501921
ACC001843,CUST001843,merchant,UGX,2026-02-28,frozen,3115225,3079895
ACC001844,CUST001844,wallet,UGX,2024-01-12,frozen,956810,693830
ACC001845,CUST001845,merchant,UGX,2024-08-25,open,1449970,1449970
ACC001846,CUST001846,savings,UGX,2024-10-14,open,3448561,3448561
ACC001847,CUST001847,merchant,UGX,2023-03-15,frozen,1653413,1653413
ACC001848,CUST001848,wallet,UGX,2026-03-20,open,960699,774049
ACC001849,CUST001849,merchant,UGX,2023-12-12,open,1613530,1372465
ACC001850,CUST001850,merchant,UGX,2023-01-13,open,868727,583832
ACC001851,CUST001851,merchant,UGX,2024-06-27,open,1498609,1498609
ACC001852,CUST001852,checking,UGX,2023-04-06,open,834269,632459
ACC001853,CUST001853,checking,UGX,2024-10-16,open,2036582,2007752
ACC001854,CUST001854,merchant,UGX,2023-06-16,open,707733,520338
ACC001855,CUST001855,wallet,UGX,2024-02-11,open,3485386,3485386
ACC001856,CUST001856,savings,UGX,2026-02-08,open,1399187,1223867
ACC001857,CUST001857,checking,UGX,2024-07-27,frozen,3847089,3847089
ACC001858,CUST001858,wallet,UGX,2024-02-23,open,662127,489147
ACC001859,CUST001859,checking,UGX,2024-12-01,frozen,1528393,1334078
ACC001860,CUST001860,savings,UGX,2024-04-22,open,1152736,1011416
ACC001861,CUST001861,wallet,UGX,2023-01-08,open,1767936,1526871
ACC001862,CUST001862,savings,UGX,2024-03-16,frozen,625303,423493
ACC001863,CUST001863,wallet,UGX,2024-03-04,open,1287170,1137850
ACC001864,CUST001864,savings,UGX,2023-07-19,open,2440693,2265373
ACC001865,CUST001865,checking,UGX,2026-01-17,frozen,626918,453938
ACC001866,CUST001866,wallet,UGX,2024-05-21,frozen,2200960,2077305
ACC001867,CUST001867,wallet,UGX,2024-09-19,open,2068695,1996620
ACC001868,CUST001868,checking,UGX,2023-10-22,open,2412636,2369391
ACC001869,CUST001869,wallet,UGX,2024-04-07,open,757144,509834
ACC001870,CUST001870,merchant,UGX,2023-09-25,frozen,1348976,1107896
ACC001871,CUST001871,savings,UGX,2024-02-09,open,1805112,1773432
ACC001872,CUST001872,merchant,UGX,2024-06-20,frozen,2362003,2362003
ACC001873,CUST001873,checking,UGX,2024-01-01,open,1174764,1061454
ACC001874,CUST001874,wallet,UGX,2024-09-10,open,1486311,1265321
ACC001875,CUST001875,checking,UGX,2024-01-02,open,541941,320181
ACC001876,CUST001876,wallet,UGX,2023-11-29,open,643107,492027
ACC001877,CUST001877,savings,UGX,2026-03-05,open,943320,867780
ACC001878,CUST001878,merchant,UGX,2025-01-20,frozen,787978,526808
ACC001879,CUST001879,wallet,UGX,2025-10-15,open,3087355,3087355
ACC001880,CUST001880,wallet,UGX,2023-05-15,open,987028,796948
ACC001881,CUST001881,merchant,UGX,2023-10-12,frozen,878194,688114
ACC001882,CUST001882,checking,UGX,2024-03-22,open,1787791,1636231
ACC001883,CUST001883,checking,UGX,2023-12-02,open,1173732,1073012
ACC001884,CUST001884,merchant,UGX,2023-10-06,open,1585376,1522426
ACC001885,CUST001885,checking,UGX,2025-10-24,open,1919476,1725166
ACC001886,CUST001886,wallet,UGX,2025-02-06,frozen,547424,383754
ACC001887,CUST001887,wallet,UGX,2022-12-19,frozen,803450,677550
ACC001888,CUST001888,wallet,UGX,2025-10-21,open,1866656,1708346
ACC001889,CUST001889,checking,UGX,2023-06-21,open,3097788,3017428
ACC001890,CUST001890,checking,UGX,2023-03-28,open,1319272,1205962
ACC001891,CUST001891,checking,UGX,2025-11-14,open,1663648,1647808
ACC001892,CUST001892,wallet,UGX,2025-01-29,open,787392,623722
ACC001893,CUST001893,merchant,UGX,2024-03-09,open,1599251,1430851
ACC001894,CUST001894,checking,UGX,2024-08-06,open,3695626,3695626
ACC001895,CUST001895,wallet,UGX,2025-03-19,open,2029286,2029286
ACC001896,CUST001896,merchant,UGX,2023-04-27,open,2415239,2415239
ACC001897,CUST001897,wallet,UGX,2024-11-22,frozen,706000,487080
ACC001898,CUST001898,savings,UGX,2023-10-02,open,1513289,1500699
ACC001899,CUST001899,wallet,UGX,2025-12-02,open,1251083,1124363
ACC001900,CUST001900,savings,UGX,2024-11-13,open,603975,427715
ACC001901,CUST001901,merchant,UGX,2023-05-25,open,1367150,1304200
ACC001902,CUST001902,checking,UGX,2025-03-06,open,2664002,2664002
ACC001903,CUST001903,checking,UGX,2024-04-22,open,1153423,1018703
ACC001904,CUST001904,savings,UGX,2026-01-08,open,1856520,1721800
ACC001905,CUST001905,savings,UGX,2023-02-27,frozen,1734327,1593697
ACC001906,CUST001906,checking,UGX,2024-10-17,open,2125507,2046307
ACC001907,CUST001907,merchant,UGX,2023-09-14,open,1534422,1458882
ACC001908,CUST001908,merchant,UGX,2024-04-13,open,1247602,1146882
ACC001909,CUST001909,checking,UGX,2025-12-01,open,3360712,3300442
ACC001910,CUST001910,savings,UGX,2025-05-23,open,1850980,1699420
ACC001911,CUST001911,wallet,UGX,2023-08-20,frozen,1278764,1228404
ACC001912,CUST001912,merchant,UGX,2025-07-15,open,427359,251099
ACC001913,CUST001913,wallet,UGX,2025-04-17,open,1476565,1476565
ACC001914,CUST001914,wallet,UGX,2025-10-24,open,1448981,1448981
ACC001915,CUST001915,savings,UGX,2023-03-05,open,2408725,2388635
ACC001916,CUST001916,wallet,UGX,2024-03-07,open,761251,660531
ACC001917,CUST001917,checking,UGX,2023-11-21,open,3141210,3141210
ACC001918,CUST001918,merchant,UGX,2024-03-20,frozen,666622,447702
ACC001919,CUST001919,merchant,UGX,2023-10-30,open,1384906,1274026
ACC001920,CUST001920,checking,UGX,2023-12-30,open,1781543,1781543
ACC001921,CUST001921,checking,UGX,2023-02-14,open,1433322,1433322
ACC001922,CUST001922,checking,UGX,2023-12-10,open,1539556,1421676
ACC001923,CUST001923,merchant,UGX,2025-02-17,open,875351,749451
ACC001924,CUST001924,savings,UGX,2023-10-20,frozen,986072,684722
ACC001925,CUST001925,checking,UGX,2023-04-13,open,1158442,956362
ACC001926,CUST001926,checking,UGX,2024-08-24,open,1322079,1259129
ACC001927,CUST001927,wallet,UGX,2023-05-10,frozen,822013,600253
ACC001928,CUST001928,merchant,UGX,2024-01-14,frozen,835296,613536
ACC001929,CUST001929,merchant,UGX,2025-04-05,open,519987,343727
ACC001930,CUST001930,merchant,UGX,2025-01-04,open,1365994,1180754
ACC001931,CUST001931,savings,UGX,2024-08-27,open,2525680,2525680
ACC001932,CUST001932,checking,UGX,2025-03-26,open,1902354,1792779
ACC001933,CUST001933,wallet,UGX,2025-12-02,open,876710,664730
ACC001934,CUST001934,wallet,UGX,2024-11-05,frozen,592975,391165
ACC001935,CUST001935,savings,UGX,2024-06-07,open,2774677,2774677
ACC001936,CUST001936,savings,UGX,2025-01-16,open,992399,833834
ACC001937,CUST001937,savings,UGX,2024-01-26,frozen,2007131,1935056
ACC001938,CUST001938,savings,UGX,2024-05-27,open,3354460,3336795
ACC001939,CUST001939,checking,UGX,2025-01-26,open,2019262,1944602
ACC001940,CUST001940,wallet,UGX,2023-07-18,open,2446828,2429163
ACC001941,CUST001941,checking,UGX,2024-11-25,open,1448773,1254458
ACC001942,CUST001942,merchant,UGX,2024-04-24,open,2086125,2086125
ACC001943,CUST001943,merchant,UGX,2024-09-01,open,1074745,959425
ACC001944,CUST001944,wallet,UGX,2025-04-13,open,1206813,1057493
ACC001945,CUST001945,savings,UGX,2022-12-19,open,1884204,1686969
ACC001946,CUST001946,merchant,UGX,2024-03-28,open,905493,790173
ACC001947,CUST001947,checking,UGX,2023-01-02,open,1775374,1775374
ACC001948,CUST001948,savings,UGX,2025-07-22,open,2247002,2247002
ACC001949,CUST001949,merchant,UGX,2025-09-06,open,788621,558976
ACC001950,CUST001950,merchant,UGX,2023-06-14,open,549181,347371
ACC001951,CUST001951,wallet,UGX,2024-09-29,open,1060606,887626
ACC001952,CUST001952,merchant,UGX,2023-07-11,open,2146062,2131647
ACC001953,CUST001953,merchant,UGX,2023-04-17,open,1204104,1132029
ACC001954,CUST001954,savings,UGX,2023-04-06,frozen,657143,455333
ACC001955,CUST001955,savings,UGX,2023-08-04,open,2497149,2365659
ACC001956,CUST001956,merchant,UGX,2023-02-06,frozen,2289709,2289709
ACC001957,CUST001957,wallet,UGX,2026-02-15,open,4093797,4093797
ACC001958,CUST001958,wallet,UGX,2023-10-07,open,2307610,2307610
ACC001959,CUST001959,checking,UGX,2025-01-26,open,2643675,2629260
ACC001960,CUST001960,checking,UGX,2023-10-04,open,533971,332161
ACC001961,CUST001961,merchant,UGX,2024-08-07,open,1945937,1829447
ACC001962,CUST001962,savings,UGX,2023-05-28,open,1678407,1581332
ACC001963,CUST001963,merchant,UGX,2025-08-03,open,1912163,1825673
ACC001964,CUST001964,wallet,UGX,2025-09-29,open,2455767,2426937
ACC001965,CUST001965,checking,UGX,2023-01-09,open,1360703,1136723
ACC001966,CUST001966,savings,UGX,2023-02-01,open,1487343,1487343
ACC001967,CUST001967,checking,UGX,2023-07-13,open,3838877,3815462
ACC001968,CUST001968,checking,UGX,2024-04-09,frozen,1044928,858278
ACC001969,CUST001969,wallet,UGX,2024-06-14,open,2264435,2250020
ACC001970,CUST001970,wallet,UGX,2025-09-14,open,1419741,1275591
ACC001971,CUST001971,checking,UGX,2024-12-21,frozen,3137155,3117740
ACC001972,CUST001972,savings,UGX,2024-03-14,open,1180457,1065137
ACC001973,CUST001973,savings,UGX,2024-02-07,open,1137543,1036638
ACC001974,CUST001974,wallet,UGX,2023-01-14,open,793085,442445
ACC001975,CUST001975,wallet,UGX,2025-09-18,open,1561319,1364084
ACC001976,CUST001976,checking,UGX,2024-05-15,frozen,2586472,2586472
ACC001977,CUST001977,wallet,UGX,2025-12-05,open,1043232,802167
ACC001978,CUST001978,checking,UGX,2025-07-09,frozen,1982042,1982042
ACC001979,CUST001979,merchant,UGX,2026-02-10,open,584377,396982
ACC001980,CUST001980,wallet,UGX,2023-07-01,open,1593945,1550700
ACC001981,CUST001981,checking,UGX,2024-10-22,open,953436,766041
ACC001982,CUST001982,savings,UGX,2023-10-27,open,1467339,1182444
ACC001983,CUST001983,merchant,UGX,2025-07-12,open,880090,668110
ACC001984,CUST001984,savings,UGX,2025-09-30,open,2555365,2489620
ACC001985,CUST001985,checking,UGX,2025-05-20,open,1057195,845215
ACC001986,CUST001986,wallet,UGX,2023-06-02,open,2258469,2083149
ACC001987,CUST001987,savings,UGX,2026-03-02,frozen,1336656,1160006
ACC001988,CUST001988,merchant,UGX,2024-09-22,frozen,2365688,2365688
ACC001989,CUST001989,merchant,UGX,2023-03-10,open,3247042,3247042
ACC001990,CUST001990,merchant,UGX,2024-12-13,open,2488433,2488433
ACC001991,CUST001991,savings,UGX,2024-08-21,frozen,1236267,1149777
ACC001992,CUST001992,merchant,UGX,2023-06-28,open,2032233,2032233
ACC001993,CUST001993,savings,UGX,2023-05-17,open,1555839,1467514
ACC001994,CUST001994,savings,UGX,2024-05-24,open,1658517,1602522
ACC001995,CUST001995,merchant,UGX,2026-03-21,open,2033166,2004336
ACC001996,CUST001996,savings,UGX,2025-08-24,open,2797020,2744025
ACC001997,CUST001997,savings,UGX,2026-03-04,frozen,1410615,1216300
ACC001998,CUST001998,savings,UGX,2022-12-21,open,2808362,2654957
ACC001999,CUST001999,checking,UGX,2025-06-07,frozen,1520979,1492149
ACC002000,CUST002000,checking,UGX,2025-11-04,open,2503210,2488795
ACC002001,CUST002001,savings,UGX,2024-08-10,open,1356054,1240734
ACC002002,CUST002002,checking,UGX,2024-01-19,open,1624329,1537839
ACC002003,CUST002003,wallet,UGX,2024-05-17,open,1124251,994516
ACC002004,CUST002004,checking,UGX,2024-07-17,open,1353360,1238040
ACC002005,CUST002005,savings,UGX,2025-10-07,open,1509474,1451814
ACC002006,CUST002006,savings,UGX,2024-05-22,open,603842,402032
ACC002007,CUST002007,merchant,UGX,2025-04-07,open,1786402,1715742
ACC002008,CUST002008,checking,UGX,2025-04-04,open,1401532,1358287
ACC002009,CUST002009,merchant,UGX,2024-05-13,open,1315933,1192278
ACC002010,CUST002010,wallet,UGX,2023-02-11,open,1228774,1070209
ACC002011,CUST002011,savings,UGX,2023-08-21,open,2276296,2182971
ACC002012,CUST002012,merchant,UGX,2023-08-18,open,2550311,2418821
ACC002013,CUST002013,merchant,UGX,2023-08-18,open,578398,405418
ACC002014,CUST002014,wallet,UGX,2024-09-07,frozen,1461589,1375099
ACC002015,CUST002015,savings,UGX,2025-01-13,open,2358290,2358290
ACC002016,CUST002016,wallet,UGX,2024-04-16,open,3163784,3119954
ACC002017,CUST002017,savings,UGX,2023-05-12,open,2398463,2245058
ACC002018,CUST002018,merchant,UGX,2024-01-01,open,2573690,2573690
ACC002019,CUST002019,savings,UGX,2024-06-19,frozen,2291438,2291438
ACC002020,CUST002020,savings,UGX,2026-03-09,open,787642,643492
ACC002021,CUST002021,checking,UGX,2025-07-19,open,1499337,1484922
ACC002022,CUST002022,checking,UGX,2026-02-11,open,871212,727062
ACC002023,CUST002023,wallet,UGX,2023-08-03,open,695986,523006
ACC002024,CUST002024,wallet,UGX,2024-06-27,open,901188,706873
ACC002025,CUST002025,checking,UGX,2025-08-27,open,1319074,1132424
ACC002026,CUST002026,merchant,UGX,2026-03-18,frozen,1552370,1347055
ACC002027,CUST002027,wallet,UGX,2025-08-12,open,852016,567121
ACC002028,CUST002028,merchant,UGX,2024-05-04,open,1303643,1062578
ACC002029,CUST002029,checking,UGX,2026-01-18,open,739399,552004
ACC002030,CUST002030,savings,UGX,2023-03-08,open,1015761,791781
ACC002031,CUST002031,wallet,UGX,2025-09-08,open,2984824,2984824
ACC002032,CUST002032,merchant,UGX,2026-02-28,open,2791757,2791757
ACC002033,CUST002033,merchant,UGX,2024-12-18,open,1746509,1597189
ACC002034,CUST002034,checking,UGX,2025-11-19,frozen,2345107,2233117
ACC002035,CUST002035,merchant,UGX,2023-10-04,frozen,3962982,3941067
ACC002036,CUST002036,checking,UGX,2024-08-25,open,1528075,1441585
ACC002037,CUST002037,savings,UGX,2025-12-31,open,902002,750922
ACC002038,CUST002038,savings,UGX,2023-05-15,open,818327,599407
ACC002039,CUST002039,savings,UGX,2023-01-10,open,1570183,1554343
ACC002040,CUST002040,merchant,UGX,2023-11-16,open,1652494,1601974
ACC002041,CUST002041,checking,UGX,2023-06-30,frozen,1038437,911717
ACC002042,CUST002042,merchant,UGX,2025-12-14,frozen,1535574,1400854
ACC002043,CUST002043,merchant,UGX,2023-05-30,open,950138,836828
ACC002044,CUST002044,merchant,UGX,2024-02-03,open,489897,326227
ACC002045,CUST002045,merchant,UGX,2025-03-29,frozen,2220522,2195342
ACC002046,CUST002046,savings,UGX,2024-11-11,open,912870,589020
ACC002047,CUST002047,wallet,UGX,2025-05-28,open,1593676,1558496
ACC002048,CUST002048,checking,UGX,2025-03-05,frozen,739572,575902
ACC002049,CUST002049,checking,UGX,2023-11-16,open,2006783,1981603
ACC002050,CUST002050,checking,UGX,2025-12-01,open,1236541,1110641
ACC002051,CUST002051,savings,UGX,2025-05-26,open,2422095,2351735
ACC002052,CUST002052,checking,UGX,2024-04-24,frozen,701536,588226
ACC002053,CUST002053,merchant,UGX,2025-11-22,open,923497,797597
ACC002054,CUST002054,wallet,UGX,2024-01-31,open,1298413,1197693
ACC002055,CUST002055,savings,UGX,2023-11-10,open,1206080,1117950
ACC002056,CUST002056,checking,UGX,2023-07-02,open,708678,557598
ACC002057,CUST002057,merchant,UGX,2025-11-02,open,486194,309934
ACC002058,CUST002058,checking,UGX,2023-11-14,frozen,1827248,1675688
ACC002059,CUST002059,merchant,UGX,2025-03-17,open,1616876,1541336
ACC002060,CUST002060,savings,UGX,2024-11-06,open,1273299,1071219
ACC002061,CUST002061,wallet,UGX,2025-03-17,open,1187691,1074381
ACC002062,CUST002062,wallet,UGX,2025-05-13,open,1041500,800420
ACC002063,CUST002063,wallet,UGX,2025-05-30,open,1227956,1042716
ACC002064,CUST002064,wallet,UGX,2023-01-01,frozen,1489107,1248027
ACC002065,CUST002065,checking,UGX,2024-12-08,open,2222193,2222193
ACC002066,CUST002066,savings,UGX,2024-06-06,open,1616135,1616135
ACC002067,CUST002067,wallet,UGX,2023-06-20,frozen,1065347,891107
ACC002068,CUST002068,merchant,UGX,2024-06-11,frozen,548731,372471
ACC002069,CUST002069,wallet,UGX,2024-04-25,frozen,2642316,2625476
ACC002070,CUST002070,wallet,UGX,2024-12-15,open,1561318,1498368
ACC002071,CUST002071,checking,UGX,2026-01-18,open,1996836,1984246
ACC002072,CUST002072,savings,UGX,2023-07-03,frozen,836820,630900
ACC002073,CUST002073,checking,UGX,2024-04-11,open,1281929,1281929
ACC002074,CUST002074,checking,UGX,2024-01-25,open,1445637,1433047
ACC002075,CUST002075,savings,UGX,2023-10-01,open,751395,549315
ACC002076,CUST002076,wallet,UGX,2025-07-10,frozen,1248298,1147578
ACC002077,CUST002077,checking,UGX,2024-01-13,open,738182,532262
ACC002078,CUST002078,checking,UGX,2024-01-03,frozen,1710064,1684884
ACC002079,CUST002079,merchant,UGX,2025-11-29,open,679872,528792
ACC002080,CUST002080,savings,UGX,2023-06-13,open,793258,629588
ACC002081,CUST002081,checking,UGX,2025-02-12,frozen,1880971,1800611
ACC002082,CUST002082,merchant,UGX,2025-10-18,open,590233,426563
ACC002083,CUST002083,merchant,UGX,2024-07-18,open,440940,277270
ACC002084,CUST002084,savings,UGX,2024-12-13,open,1914026,1876256
ACC002085,CUST002085,wallet,UGX,2026-01-26,open,1533568,1508388
ACC002086,CUST002086,wallet,UGX,2025-05-29,open,745805,569545
ACC002087,CUST002087,checking,UGX,2024-06-06,frozen,715396,479636
ACC002088,CUST002088,merchant,UGX,2025-03-05,open,1484717,1389677
ACC002089,CUST002089,wallet,UGX,2024-10-29,open,1757533,1694583
ACC002090,CUST002090,wallet,UGX,2024-12-22,frozen,3497876,3497876
ACC002091,CUST002091,merchant,UGX,2025-07-18,open,1000932,900212
ACC002092,CUST002092,wallet,UGX,2024-05-05,open,2692028,2692028
ACC002093,CUST002093,wallet,UGX,2025-11-09,open,707624,594314
ACC002094,CUST002094,savings,UGX,2022-12-27,open,1764740,1764740
ACC002095,CUST002095,savings,UGX,2025-01-16,open,1046848,958718
ACC002096,CUST002096,merchant,UGX,2024-09-20,frozen,848287,587117
ACC002097,CUST002097,checking,UGX,2023-05-18,open,1298726,1096646
ACC002098,CUST002098,wallet,UGX,2025-05-19,open,2103480,1997490
ACC002099,CUST002099,savings,UGX,2025-08-20,open,2413735,2399320
ACC002100,CUST002100,savings,UGX,2024-05-27,open,2811223,2811223
ACC002101,CUST002101,merchant,UGX,2025-12-05,open,2401191,2401191
ACC002102,CUST002102,merchant,UGX,2024-07-04,open,1188291,1044141
ACC002103,CUST002103,savings,UGX,2024-12-30,open,1759331,1759331
ACC002104,CUST002104,checking,UGX,2024-12-29,open,1171044,947064
ACC002105,CUST002105,checking,UGX,2023-01-03,open,2424372,2395542
ACC002106,CUST002106,savings,UGX,2026-02-06,open,3284823,3247493
ACC002107,CUST002107,merchant,UGX,2024-11-08,frozen,689586,516606
ACC002108,CUST002108,merchant,UGX,2025-07-13,open,1375648,1317988
ACC002109,CUST002109,savings,UGX,2024-01-14,open,1526487,1411167
ACC002110,CUST002110,checking,UGX,2022-12-25,open,1034030,786720
ACC002111,CUST002111,checking,UGX,2024-02-14,open,1364219,1145069
ACC002112,CUST002112,checking,UGX,2025-09-28,open,466632,264822
ACC002113,CUST002113,wallet,UGX,2023-05-02,open,1605266,1605266
ACC002114,CUST002114,checking,UGX,2023-06-07,open,625682,423872
ACC002115,CUST002115,merchant,UGX,2023-02-02,open,949479,776499
ACC002116,CUST002116,savings,UGX,2023-08-09,open,1182452,970472
ACC002117,CUST002117,wallet,UGX,2023-08-12,frozen,1861857,1789782
ACC002118,CUST002118,merchant,UGX,2025-12-29,open,1622520,1622520
ACC002119,CUST002119,savings,UGX,2026-01-04,open,1961184,1889109
ACC002120,CUST002120,merchant,UGX,2024-02-07,frozen,1117568,973418
ACC002121,CUST002121,merchant,UGX,2023-04-29,open,944975,757580
ACC002122,CUST002122,checking,UGX,2025-12-23,frozen,1151257,1035937
ACC002123,CUST002123,merchant,UGX,2024-11-26,open,1973273,1901198
ACC002124,CUST002124,merchant,UGX,2026-01-01,open,1433971,1284651
ACC002125,CUST002125,savings,UGX,2024-01-20,open,1011008,881273
ACC002126,CUST002126,merchant,UGX,2024-09-20,open,2049752,1862432
ACC002127,CUST002127,checking,UGX,2024-06-24,open,2996915,2919255
ACC002128,CUST002128,checking,UGX,2024-08-13,frozen,1758087,1671597
ACC002129,CUST002129,checking,UGX,2024-07-07,open,2003758,1793023
ACC002130,CUST002130,savings,UGX,2024-10-13,open,3175518,3035028
ACC002131,CUST002131,checking,UGX,2025-07-14,open,1714543,1500978
ACC002132,CUST002132,checking,UGX,2024-11-13,open,3269350,3152275
ACC002133,CUST002133,checking,UGX,2024-11-05,open,1093874,919139
ACC002134,CUST002134,merchant,UGX,2025-11-12,open,785428,533033
ACC002135,CUST002135,savings,UGX,2025-09-30,frozen,1317730,1245655
ACC002136,CUST002136,checking,UGX,2024-01-19,open,2119378,2061718
ACC002137,CUST002137,savings,UGX,2024-12-18,frozen,914605,799285
ACC002138,CUST002138,savings,UGX,2024-04-10,frozen,2454107,2454107
ACC002139,CUST002139,wallet,UGX,2023-02-08,open,1060402,817757
ACC002140,CUST002140,savings,UGX,2023-05-25,open,2415074,2415074
ACC002141,CUST002141,savings,UGX,2024-09-16,open,953829,649434
ACC002142,CUST002142,checking,UGX,2022-12-31,open,1566685,1465780
ACC002143,CUST002143,wallet,UGX,2024-11-06,open,3258103,3258103
ACC002144,CUST002144,merchant,UGX,2023-02-05,open,594869,421889
ACC002145,CUST002145,merchant,UGX,2025-04-11,open,1274559,1069244
ACC002146,CUST002146,wallet,UGX,2025-08-25,frozen,1661445,1618200
ACC002147,CUST002147,merchant,UGX,2023-08-28,frozen,670917,483522
ACC002148,CUST002148,checking,UGX,2025-02-08,open,865959,632979
ACC002149,CUST002149,merchant,UGX,2023-06-25,open,2265641,2251226
ACC002150,CUST002150,merchant,UGX,2024-08-03,open,1576580,1464590
ACC002151,CUST002151,savings,UGX,2025-10-21,open,1675675,1489025
ACC002152,CUST002152,checking,UGX,2023-08-21,open,2905776,2888111
ACC002153,CUST002153,savings,UGX,2024-07-17,frozen,1467411,1467411
ACC002154,CUST002154,savings,UGX,2025-02-26,open,1373271,1315611
ACC002155,CUST002155,merchant,UGX,2023-12-01,frozen,853226,610581
ACC002156,CUST002156,wallet,UGX,2024-03-29,open,2059241,2059241
ACC002157,CUST002157,wallet,UGX,2025-04-09,open,2816222,2706647
ACC002158,CUST002158,checking,UGX,2024-01-26,open,445134,146494
ACC002159,CUST002159,checking,UGX,2025-06-16,open,2049188,1917698
ACC002160,CUST002160,wallet,UGX,2023-12-12,open,1687114,1672699
ACC002161,CUST002161,checking,UGX,2025-02-25,open,967476,682581
ACC002162,CUST002162,wallet,UGX,2023-10-27,open,983706,853971
ACC002163,CUST002163,merchant,UGX,2022-12-21,frozen,2447053,2418223
ACC002164,CUST002164,wallet,UGX,2023-12-18,open,1915629,1791974
ACC002165,CUST002165,wallet,UGX,2026-03-25,open,1779883,1707808
ACC002166,CUST002166,checking,UGX,2024-03-13,open,1152059,867164
