alert_id,transaction_id,account_id,alert_date,risk_score,alert_type,alert_status
FRAUD0008969,TXN00011000,ACC002364,2025-11-02,38,large_amount,reviewed
FRAUD0008970,TXN00011001,ACC002364,2024-08-29,71,large_amount,open
FRAUD0008971,TXN00011002,ACC002364,2025-03-22,50,large_amount,reviewed
FRAUD0008972,TXN00011003,ACC001186,2024-06-22,50,large_amount,reviewed
FRAUD0008973,TXN00011004,ACC001186,2024-03-26,80,large_amount,open
FRAUD0008974,TXN00011005,ACC001186,2024-09-25,36,large_amount,reviewed
FRAUD0008975,TXN00011006,ACC001186,2025-04-09,21,large_amount,reviewed
FRAUD0008976,TXN00011007,ACC001187,2024-11-05,96,velocity,open
FRAUD0008977,TXN00011008,ACC001187,2024-02-14,77,large_amount,open
FRAUD0008978,TXN00011010,ACC001188,2024-04-12,39,large_amount,reviewed
FRAUD0008979,TXN00011011,ACC001188,2025-08-15,43,failed_auth,reviewed
FRAUD0008980,TXN00011012,ACC001188,2024-05-06,30,large_amount,reviewed
FRAUD0008981,TXN00011013,ACC001189,2025-10-13,32,large_amount,reviewed
FRAUD0008982,TXN00011014,ACC001189,2024-04-21,48,large_amount,reviewed
FRAUD0008983,TXN00011015,ACC001189,2024-12-28,26,large_amount,reviewed
FRAUD0008984,TXN00011016,ACC001189,2025-06-12,24,large_amount,reviewed
FRAUD0008985,TXN00011017,ACC001190,2024-09-07,51,large_amount,reviewed
FRAUD0008986,TXN00011018,ACC001190,2024-04-12,84,large_amount,open
FRAUD0008987,TXN00011020,ACC001190,2025-05-21,91,velocity,open
FRAUD0008988,TXN00011021,ACC001191,2024-01-24,81,large_amount,open
FRAUD0008989,TXN00011022,ACC001191,2025-06-05,63,large_amount,reviewed
FRAUD0008990,TXN00011023,ACC001191,2025-11-10,26,failed_auth,reviewed
FRAUD0008991,TXN00011024,ACC001191,2024-09-05,98,velocity,open
FRAUD0008992,TXN00011025,ACC001192,2025-08-16,37,large_amount,reviewed
FRAUD0008993,TXN00011026,ACC001192,2025-10-19,96,velocity,open
FRAUD0008994,TXN00011028,ACC001192,2024-08-08,99,velocity,open
FRAUD0008995,TXN00011029,ACC001193,2024-04-14,60,large_amount,reviewed
FRAUD0008996,TXN00011030,ACC001193,2024-01-31,88,failed_auth,open
FRAUD0008997,TXN00011031,ACC001193,2025-08-20,64,large_amount,reviewed
FRAUD0008998,TXN00011032,ACC001193,2024-03-08,62,large_amount,reviewed
FRAUD0008999,TXN00011033,ACC001125,2025-03-24,76,large_amount,open
FRAUD0009000,TXN00011035,ACC001125,2024-04-12,52,large_amount,reviewed
FRAUD0009001,TXN00011036,ACC001125,2025-09-02,72,large_amount,open
FRAUD0009002,TXN00011037,ACC001126,2025-05-19,60,failed_auth,reviewed
FRAUD0009003,TXN00011038,ACC001126,2025-02-01,85,failed_auth,open
FRAUD0009004,TXN00011039,ACC001126,2024-07-11,21,large_amount,reviewed
FRAUD0009005,TXN00011040,ACC001126,2025-09-23,94,velocity,open
FRAUD0009006,TXN00011041,ACC001127,2025-01-03,27,large_amount,reviewed
FRAUD0009007,TXN00011042,ACC001127,2024-08-19,49,large_amount,reviewed
FRAUD0009008,TXN00011043,ACC001127,2024-09-23,85,failed_auth,open
FRAUD0009009,TXN00011044,ACC001127,2025-04-27,36,large_amount,reviewed
FRAUD0009010,TXN00011045,ACC001128,2024-01-27,70,large_amount,reviewed
FRAUD0009011,TXN00011046,ACC001128,2024-10-22,22,large_amount,reviewed
FRAUD0009012,TXN00011048,ACC001129,2024-07-06,38,large_amount,reviewed
FRAUD0009013,TXN00011049,ACC001129,2025-07-01,92,velocity,open
FRAUD0009014,TXN00011050,ACC001129,2025-08-09,88,failed_auth,open
FRAUD0009015,TXN00011051,ACC001129,2024-09-27,64,large_amount,reviewed
FRAUD0009016,TXN00011052,ACC001048,2025-01-27,77,large_amount,open
FRAUD0009017,TXN00011053,ACC001048,2024-12-11,89,large_amount,open
FRAUD0009018,TXN00011054,ACC001048,2024-03-26,32,large_amount,reviewed
FRAUD0009019,TXN00011055,ACC001048,2024-08-26,58,large_amount,reviewed
FRAUD0009020,TXN00011056,ACC001049,2024-06-11,83,large_amount,open
FRAUD0009021,TXN00011057,ACC001049,2024-08-20,95,velocity,open
FRAUD0009022,TXN00011058,ACC001049,2025-07-25,53,large_amount,reviewed
FRAUD0009023,TXN00011060,ACC001050,2024-12-08,26,failed_auth,reviewed
FRAUD0009024,TXN00011061,ACC001050,2025-09-30,25,large_amount,reviewed
FRAUD0009025,TXN00011062,ACC001050,2024-04-19,23,large_amount,reviewed
FRAUD0009026,TXN00011064,ACC001051,2025-07-31,22,large_amount,reviewed
FRAUD0009027,TXN00011066,ACC001051,2024-12-25,49,large_amount,reviewed
FRAUD0009028,TXN00011067,ACC001051,2024-07-04,22,large_amount,reviewed
FRAUD0009029,TXN00011068,ACC001052,2024-03-20,58,large_amount,reviewed
FRAUD0009030,TXN00011069,ACC001052,2025-08-01,41,large_amount,reviewed
FRAUD0009031,TXN00011070,ACC001052,2025-10-17,84,large_amount,open
FRAUD0009032,TXN00011071,ACC001052,2025-08-05,29,large_amount,reviewed
FRAUD0009033,TXN00011072,ACC001053,2024-01-24,74,large_amount,open
FRAUD0009034,TXN00011073,ACC001053,2024-01-20,58,large_amount,reviewed
FRAUD0009035,TXN00011074,ACC001053,2025-04-21,46,large_amount,reviewed
FRAUD0009036,TXN00011075,ACC001053,2025-07-30,24,large_amount,reviewed
FRAUD0009037,TXN00011076,ACC001054,2024-11-16,81,large_amount,open
FRAUD0009038,TXN00011077,ACC001054,2024-09-27,30,failed_auth,reviewed
FRAUD0009039,TXN00011079,ACC001054,2025-02-19,56,large_amount,reviewed
FRAUD0009040,TXN00011080,ACC001055,2025-10-08,78,large_amount,open
FRAUD0009041,TXN00011081,ACC001055,2025-06-01,28,large_amount,reviewed
FRAUD0009042,TXN00011082,ACC001055,2025-05-06,99,velocity,open
FRAUD0009043,TXN00011083,ACC001055,2024-02-20,63,large_amount,reviewed
FRAUD0009044,TXN00011084,ACC002855,2025-04-18,20,large_amount,reviewed
FRAUD0009045,TXN00011086,ACC002855,2025-08-16,81,failed_auth,open
FRAUD0009046,TXN00011087,ACC002855,2024-02-01,29,large_amount,reviewed
FRAUD0009047,TXN00011088,ACC002856,2025-09-22,56,large_amount,reviewed
FRAUD0009048,TXN00011090,ACC002856,2025-08-23,42,large_amount,reviewed
FRAUD0009049,TXN00011091,ACC002856,2025-07-07,86,large_amount,open
FRAUD0009050,TXN00011092,ACC002857,2024-10-25,99,velocity,open
FRAUD0009051,TXN00011093,ACC002857,2025-05-09,42,large_amount,reviewed
FRAUD0009052,TXN00011094,ACC002857,2024-03-11,25,large_amount,reviewed
FRAUD0009053,TXN00011095,ACC002857,2025-01-20,88,large_amount,open
FRAUD0009054,TXN00011096,ACC002858,2024-07-31,31,large_amount,reviewed
FRAUD0009055,TXN00011099,ACC002858,2024-02-11,56,large_amount,reviewed
FRAUD0009056,TXN00011101,ACC002805,2025-09-02,84,large_amount,open
FRAUD0009057,TXN00011102,ACC002805,2024-12-19,39,large_amount,reviewed
FRAUD0009058,TXN00011103,ACC002805,2024-06-26,59,large_amount,reviewed
FRAUD0009059,TXN00011104,ACC002806,2024-06-24,67,large_amount,reviewed
FRAUD0009060,TXN00011105,ACC002806,2024-01-13,83,failed_auth,open
FRAUD0009061,TXN00011106,ACC002806,2024-12-02,29,failed_auth,reviewed
FRAUD0009062,TXN00011108,ACC002807,2025-09-19,94,velocity,open
FRAUD0009063,TXN00011109,ACC002807,2024-08-13,84,large_amount,open
FRAUD0009064,TXN00011110,ACC002807,2024-05-29,71,large_amount,open
FRAUD0009065,TXN00011111,ACC002808,2025-04-03,78,large_amount,open
FRAUD0009066,TXN00011112,ACC002808,2025-07-02,34,large_amount,reviewed
FRAUD0009067,TXN00011113,ACC002808,2024-05-23,49,large_amount,reviewed
FRAUD0009068,TXN00011114,ACC002808,2024-03-20,94,velocity,open
FRAUD0009069,TXN00011115,ACC000184,2024-04-27,28,large_amount,reviewed
FRAUD0009070,TXN00011116,ACC000184,2024-09-18,60,failed_auth,reviewed
FRAUD0009071,TXN00011117,ACC000184,2025-04-01,81,large_amount,open
FRAUD0009072,TXN00011118,ACC000184,2025-02-25,28,large_amount,reviewed
FRAUD0009073,TXN00011119,ACC000185,2024-08-05,67,large_amount,reviewed
FRAUD0009074,TXN00011120,ACC000185,2024-07-28,75,large_amount,open
FRAUD0009075,TXN00011122,ACC000185,2025-01-07,71,large_amount,open
FRAUD0009076,TXN00011123,ACC000186,2024-01-06,40,large_amount,reviewed
FRAUD0009077,TXN00011124,ACC000186,2025-10-05,84,large_amount,open
FRAUD0009078,TXN00011125,ACC000186,2025-03-31,52,large_amount,reviewed
FRAUD0009079,TXN00011126,ACC000186,2025-06-20,74,failed_auth,open
FRAUD0009080,TXN00011127,ACC000288,2025-05-30,89,large_amount,open
FRAUD0009081,TXN00011128,ACC000288,2025-09-20,39,large_amount,reviewed
FRAUD0009082,TXN00011130,ACC000288,2025-10-17,53,large_amount,reviewed
FRAUD0009083,TXN00011131,ACC000289,2025-02-26,39,large_amount,reviewed
FRAUD0009084,TXN00011132,ACC000289,2025-06-09,51,large_amount,reviewed
FRAUD0009085,TXN00011134,ACC000289,2025-07-16,99,velocity,open
FRAUD0009086,TXN00011135,ACC000290,2024-08-30,96,velocity,open
FRAUD0009087,TXN00011136,ACC000290,2025-01-21,91,velocity,open
FRAUD0009088,TXN00011137,ACC000290,2025-03-15,31,large_amount,reviewed
FRAUD0009089,TXN00011139,ACC000291,2025-07-30,59,large_amount,reviewed
FRAUD0009090,TXN00011140,ACC000291,2025-10-14,23,failed_auth,reviewed
FRAUD0009091,TXN00011141,ACC000291,2025-02-03,55,large_amount,reviewed
FRAUD0009092,TXN00011142,ACC000291,2025-11-22,95,velocity,open
FRAUD0009093,TXN00011144,ACC000292,2024-09-09,59,large_amount,reviewed
FRAUD0009094,TXN00011145,ACC000292,2025-02-21,96,velocity,open
FRAUD0009095,TXN00011146,ACC000292,2024-10-19,72,large_amount,open
FRAUD0009096,TXN00011147,ACC000236,2025-04-09,97,velocity,open
FRAUD0009097,TXN00011149,ACC000236,2024-03-15,89,large_amount,open
FRAUD0009098,TXN00011150,ACC000236,2024-08-02,68,large_amount,reviewed
FRAUD0009099,TXN00011153,ACC000237,2025-07-16,89,failed_auth,open
FRAUD0009100,TXN00011154,ACC000237,2025-11-02,27,large_amount,reviewed
FRAUD0009101,TXN00011155,ACC000238,2024-07-27,62,large_amount,reviewed
FRAUD0009102,TXN00011156,ACC000238,2024-09-25,91,velocity,open
FRAUD0009103,TXN00011157,ACC000238,2024-12-28,27,large_amount,reviewed
FRAUD0009104,TXN00011159,ACC000239,2025-09-16,43,large_amount,reviewed
FRAUD0009105,TXN00011160,ACC000239,2025-06-23,57,large_amount,reviewed
FRAUD0009106,TXN00011161,ACC000239,2024-09-29,48,large_amount,reviewed
FRAUD0009107,TXN00011163,ACC000499,2025-09-10,67,large_amount,reviewed
FRAUD0009108,TXN00011164,ACC000499,2024-06-15,58,failed_auth,reviewed
FRAUD0009109,TXN00011165,ACC000499,2024-07-20,47,large_amount,reviewed
FRAUD0009110,TXN00011168,ACC000500,2025-01-09,87,large_amount,open
FRAUD0009111,TXN00011169,ACC000500,2025-03-19,87,large_amount,open
FRAUD0009112,TXN00011171,ACC000501,2025-07-26,64,large_amount,reviewed
FRAUD0009113,TXN00011172,ACC000501,2024-10-01,62,large_amount,reviewed
FRAUD0009114,TXN00011173,ACC000501,2024-09-21,75,large_amount,open
FRAUD0009115,TXN00011174,ACC000501,2024-01-26,91,velocity,open
FRAUD0009116,TXN00011175,ACC000502,2024-06-13,50,large_amount,reviewed
FRAUD0009117,TXN00011176,ACC000502,2025-08-29,23,large_amount,reviewed
FRAUD0009118,TXN00011177,ACC000502,2024-12-30,69,large_amount,reviewed
FRAUD0009119,TXN00011178,ACC000502,2025-01-17,70,large_amount,reviewed
FRAUD0009120,TXN00011179,ACC000503,2025-11-01,46,large_amount,reviewed
FRAUD0009121,TXN00011180,ACC000503,2024-07-29,69,large_amount,reviewed
FRAUD0009122,TXN00011181,ACC000503,2025-03-25,39,large_amount,reviewed
FRAUD0009123,TXN00011182,ACC000503,2025-09-04,46,large_amount,reviewed
FRAUD0009124,TXN00011183,ACC000439,2025-05-11,31,large_amount,reviewed
FRAUD0009125,TXN00011184,ACC000439,2024-08-25,57,large_amount,reviewed
FRAUD0009126,TXN00011185,ACC000439,2024-06-10,46,large_amount,reviewed
FRAUD0009127,TXN00011187,ACC000440,2025-08-15,58,large_amount,reviewed
FRAUD0009128,TXN00011188,ACC000440,2025-02-03,30,large_amount,reviewed
FRAUD0009129,TXN00011190,ACC000440,2024-03-08,81,large_amount,open
FRAUD0009130,TXN00011191,ACC000441,2025-10-10,32,failed_auth,reviewed
FRAUD0009131,TXN00011192,ACC000441,2024-09-12,29,large_amount,reviewed
FRAUD0009132,TXN00011193,ACC000441,2025-10-29,83,large_amount,open
FRAUD0009133,TXN00011194,ACC000441,2025-10-27,88,failed_auth,open
FRAUD0009134,TXN00011196,ACC000556,2024-05-01,34,failed_auth,reviewed
FRAUD0009135,TXN00011197,ACC000556,2025-03-29,94,velocity,open
FRAUD0009136,TXN00011198,ACC000556,2024-04-04,82,large_amount,open
FRAUD0009137,TXN00011199,ACC000557,2025-01-16,38,large_amount,reviewed
FRAUD0009138,TXN00011201,ACC000557,2025-09-30,22,large_amount,reviewed
FRAUD0009139,TXN00011202,ACC000557,2024-03-02,96,velocity,open
FRAUD0009140,TXN00011203,ACC000950,2024-04-24,94,velocity,open
FRAUD0009141,TXN00011204,ACC000950,2024-02-04,89,large_amount,open
FRAUD0009142,TXN00011205,ACC000950,2025-11-01,41,large_amount,reviewed
FRAUD0009143,TXN00011206,ACC000950,2025-07-07,50,large_amount,reviewed
FRAUD0009144,TXN00011207,ACC000951,2024-06-18,62,large_amount,reviewed
FRAUD0009145,TXN00011208,ACC000951,2024-01-24,60,failed_auth,reviewed
FRAUD0009146,TXN00011209,ACC000951,2025-10-01,63,large_amount,reviewed
FRAUD0009147,TXN00011210,ACC000951,2024-02-07,86,large_amount,open
FRAUD0009148,TXN00011211,ACC000952,2025-10-29,69,large_amount,reviewed
FRAUD0009149,TXN00011212,ACC000952,2025-09-21,36,large_amount,reviewed
FRAUD0009150,TXN00011213,ACC000952,2024-08-05,93,velocity,open
FRAUD0009151,TXN00011215,ACC000953,2024-05-04,73,large_amount,open
FRAUD0009152,TXN00011216,ACC000953,2025-05-14,59,large_amount,reviewed
FRAUD0009153,TXN00011217,ACC000953,2024-08-28,86,large_amount,open
FRAUD0009154,TXN00011218,ACC000953,2024-10-26,58,large_amount,reviewed
FRAUD0009155,TXN00011219,ACC000954,2025-01-30,77,large_amount,open
FRAUD0009156,TXN00011221,ACC000954,2025-03-13,64,large_amount,reviewed
FRAUD0009157,TXN00011223,ACC000955,2024-01-26,66,large_amount,reviewed
FRAUD0009158,TXN00011224,ACC000955,2025-06-04,91,velocity,open
FRAUD0009159,TXN00011225,ACC000955,2024-10-22,59,large_amount,reviewed
FRAUD0009160,TXN00011226,ACC000956,2024-05-18,70,large_amount,reviewed
FRAUD0009161,TXN00011227,ACC000956,2025-07-27,65,large_amount,reviewed
FRAUD0009162,TXN00011228,ACC000956,2024-03-05,45,failed_auth,reviewed
FRAUD0009163,TXN00011230,ACC000898,2025-05-30,91,velocity,open
FRAUD0009164,TXN00011235,ACC000899,2024-08-23,73,failed_auth,open
FRAUD0009165,TXN00011236,ACC000899,2025-06-11,59,large_amount,reviewed
FRAUD0009166,TXN00011237,ACC000899,2024-01-22,94,velocity,open
FRAUD0009167,TXN00011239,ACC000900,2025-08-21,32,large_amount,reviewed
FRAUD0009168,TXN00011240,ACC000900,2025-11-25,65,large_amount,reviewed
FRAUD0009169,TXN00011241,ACC000900,2024-07-21,96,velocity,open
FRAUD0009170,TXN00011242,ACC000901,2025-06-03,68,large_amount,reviewed
FRAUD0009171,TXN00011243,ACC000901,2025-08-15,33,large_amount,reviewed
FRAUD0009172,TXN00011244,ACC000901,2025-04-03,50,large_amount,reviewed
FRAUD0009173,TXN00011245,ACC000901,2024-08-11,58,large_amount,reviewed
FRAUD0009174,TXN00011247,ACC000902,2024-11-13,95,velocity,open
FRAUD0009175,TXN00011248,ACC000902,2024-05-18,71,large_amount,open
FRAUD0009176,TXN00011250,ACC000749,2025-03-23,38,large_amount,reviewed
FRAUD0009177,TXN00011251,ACC000749,2024-03-03,33,large_amount,reviewed
FRAUD0009178,TXN00011252,ACC000749,2024-11-21,24,large_amount,reviewed
FRAUD0009179,TXN00011253,ACC000749,2024-05-10,36,large_amount,reviewed
FRAUD0009180,TXN00011254,ACC000750,2024-06-24,82,large_amount,open
FRAUD0009181,TXN00011255,ACC000750,2024-04-15,32,large_amount,reviewed
FRAUD0009182,TXN00011256,ACC000750,2025-05-03,94,velocity,open
FRAUD0009183,TXN00011258,ACC000751,2024-07-30,41,large_amount,reviewed
FRAUD0009184,TXN00011260,ACC000751,2024-01-29,42,large_amount,reviewed
FRAUD0009185,TXN00011262,ACC000752,2024-02-08,89,large_amount,open
FRAUD0009186,TXN00011263,ACC000752,2025-03-11,57,large_amount,reviewed
FRAUD0009187,TXN00011266,ACC000753,2024-09-18,52,large_amount,reviewed
FRAUD0009188,TXN00011268,ACC000698,2024-06-11,56,large_amount,reviewed
FRAUD0009189,TXN00011269,ACC000698,2024-11-04,24,large_amount,reviewed
FRAUD0009190,TXN00011270,ACC000698,2024-09-03,50,large_amount,reviewed
FRAUD0009191,TXN00011271,ACC000698,2024-09-06,85,large_amount,open
FRAUD0009192,TXN00011272,ACC000699,2024-08-10,67,large_amount,reviewed
FRAUD0009193,TXN00011273,ACC000699,2024-10-09,84,large_amount,open
FRAUD0009194,TXN00011276,ACC000700,2025-05-04,72,failed_auth,open
FRAUD0009195,TXN00011277,ACC000700,2025-03-06,81,failed_auth,open
FRAUD0009196,TXN00011279,ACC000700,2024-07-08,26,failed_auth,reviewed
FRAUD0009197,TXN00011280,ACC004496,2024-01-01,99,velocity,open
FRAUD0009198,TXN00011281,ACC004496,2024-03-16,51,large_amount,reviewed
FRAUD0009199,TXN00011282,ACC004496,2024-01-28,36,large_amount,reviewed
FRAUD0009200,TXN00011283,ACC004497,2025-08-25,75,large_amount,open
FRAUD0009201,TXN00011284,ACC004497,2025-06-11,100,velocity,open
FRAUD0009202,TXN00011285,ACC004497,2024-07-18,46,large_amount,reviewed
FRAUD0009203,TXN00011286,ACC004498,2025-09-12,95,velocity,open
FRAUD0009204,TXN00011288,ACC004498,2024-02-04,25,large_amount,reviewed
FRAUD0009205,TXN00011289,ACC004498,2025-11-25,92,velocity,open
FRAUD0009206,TXN00011291,ACC004499,2024-12-27,55,large_amount,reviewed
FRAUD0009207,TXN00011292,ACC004499,2024-01-22,99,velocity,open
FRAUD0009208,TXN00011293,ACC004499,2024-08-08,39,large_amount,reviewed
FRAUD0009209,TXN00011294,ACC004500,2024-05-23,85,large_amount,open
FRAUD0009210,TXN00011295,ACC004500,2024-02-05,100,velocity,open
FRAUD0009211,TXN00011296,ACC004500,2024-02-28,71,large_amount,open
FRAUD0009212,TXN00011297,ACC004500,2025-01-17,46,large_amount,reviewed
FRAUD0009213,TXN00011298,ACC004501,2025-04-23,91,velocity,open
FRAUD0009214,TXN00011299,ACC004501,2025-09-04,74,large_amount,open
FRAUD0009215,TXN00011302,ACC004502,2025-05-06,74,large_amount,open
FRAUD0009216,TXN00011303,ACC004502,2025-02-23,55,large_amount,reviewed
FRAUD0009217,TXN00011304,ACC004502,2025-10-24,94,velocity,open
FRAUD0009218,TXN00011305,ACC004502,2024-06-19,55,large_amount,reviewed
FRAUD0009219,TXN00011306,ACC004503,2025-09-15,32,large_amount,reviewed
FRAUD0009220,TXN00011307,ACC004503,2025-03-25,63,large_amount,reviewed
FRAUD0009221,TXN00011308,ACC004503,2024-06-28,76,large_amount,open
FRAUD0009222,TXN00011309,ACC004503,2025-04-27,63,large_amount,reviewed
FRAUD0009223,TXN00011310,ACC004504,2025-10-04,88,large_amount,open
FRAUD0009224,TXN00011311,ACC004504,2025-11-14,57,large_amount,reviewed
FRAUD0009225,TXN00011314,ACC004301,2025-06-28,75,large_amount,open
FRAUD0009226,TXN00011315,ACC004301,2025-05-03,55,large_amount,reviewed
FRAUD0009227,TXN00011317,ACC004301,2025-03-09,91,velocity,open
FRAUD0009228,TXN00011319,ACC004302,2024-04-12,71,large_amount,open
FRAUD0009229,TXN00011320,ACC004302,2024-07-05,68,large_amount,reviewed
FRAUD0009230,TXN00011321,ACC004302,2024-08-07,86,failed_auth,open
FRAUD0009231,TXN00011322,ACC004303,2025-07-29,71,large_amount,open
FRAUD0009232,TXN00011323,ACC004303,2025-09-17,20,large_amount,reviewed
FRAUD0009233,TXN00011324,ACC004303,2024-07-17,63,large_amount,reviewed
FRAUD0009234,TXN00011325,ACC004303,2024-04-18,91,velocity,open
FRAUD0009235,TXN00011328,ACC004304,2025-03-06,90,failed_auth,open
FRAUD0009236,TXN00011329,ACC004304,2024-02-16,91,velocity,open
FRAUD0009237,TXN00011330,ACC004305,2025-06-20,36,large_amount,reviewed
FRAUD0009238,TXN00011331,ACC004305,2024-04-08,88,large_amount,open
FRAUD0009239,TXN00011332,ACC004305,2025-03-15,20,large_amount,reviewed
FRAUD0009240,TXN00011334,ACC004306,2025-09-26,91,velocity,open
FRAUD0009241,TXN00011335,ACC004306,2025-07-21,33,large_amount,reviewed
FRAUD0009242,TXN00011336,ACC004306,2025-04-24,51,large_amount,reviewed
FRAUD0009243,TXN00011337,ACC004306,2024-12-27,42,large_amount,reviewed
FRAUD0009244,TXN00011339,ACC004307,2024-06-29,69,large_amount,reviewed
FRAUD0009245,TXN00011340,ACC004307,2025-07-13,52,large_amount,reviewed
FRAUD0009246,TXN00011341,ACC004307,2024-09-08,53,large_amount,reviewed
FRAUD0009247,TXN00011342,ACC004308,2024-07-21,69,large_amount,reviewed
FRAUD0009248,TXN00011343,ACC004308,2024-05-03,83,large_amount,open
FRAUD0009249,TXN00011344,ACC004308,2024-05-27,65,large_amount,reviewed
FRAUD0009250,TXN00011345,ACC004308,2024-11-29,30,large_amount,reviewed
FRAUD0009251,TXN00011346,ACC004309,2024-09-17,61,large_amount,reviewed
FRAUD0009252,TXN00011347,ACC004309,2024-04-08,52,large_amount,reviewed
FRAUD0009253,TXN00011349,ACC004309,2025-05-03,77,large_amount,open
FRAUD0009254,TXN00011351,ACC004397,2025-04-28,28,large_amount,reviewed
FRAUD0009255,TXN00011353,ACC004397,2024-03-15,57,large_amount,reviewed
FRAUD0009256,TXN00011354,ACC004398,2024-02-03,86,large_amount,open
FRAUD0009257,TXN00011357,ACC004398,2024-03-13,51,failed_auth,reviewed
FRAUD0009258,TXN00011359,ACC004399,2025-08-04,76,large_amount,open
FRAUD0009259,TXN00011360,ACC004399,2025-02-15,20,large_amount,reviewed
FRAUD0009260,TXN00011361,ACC004399,2024-05-20,33,large_amount,reviewed
FRAUD0009261,TXN00011363,ACC004400,2025-02-12,52,large_amount,reviewed
FRAUD0009262,TXN00011364,ACC004400,2025-03-02,76,large_amount,open
FRAUD0009263,TXN00011365,ACC004400,2024-07-19,90,large_amount,open
FRAUD0009264,TXN00011366,ACC004401,2025-08-13,90,large_amount,open
FRAUD0009265,TXN00011367,ACC004401,2024-12-26,81,large_amount,open
FRAUD0009266,TXN00011368,ACC004401,2024-11-15,78,large_amount,open
FRAUD0009267,TXN00011371,ACC004402,2025-08-27,46,large_amount,reviewed
FRAUD0009268,TXN00011373,ACC004402,2024-09-13,100,velocity,open
FRAUD0009269,TXN00011374,ACC004592,2024-03-17,51,failed_auth,reviewed
FRAUD0009270,TXN00011375,ACC004592,2024-10-14,60,large_amount,reviewed
FRAUD0009271,TXN00011376,ACC004592,2024-01-04,57,large_amount,reviewed
FRAUD0009272,TXN00011377,ACC004592,2024-10-28,25,large_amount,reviewed
FRAUD0009273,TXN00011378,ACC004593,2025-04-17,29,large_amount,reviewed
FRAUD0009274,TXN00011379,ACC004593,2025-05-20,83,large_amount,open
FRAUD0009275,TXN00011380,ACC004593,2025-11-05,99,velocity,open
FRAUD0009276,TXN00011382,ACC004594,2024-12-21,37,large_amount,reviewed
FRAUD0009277,TXN00011383,ACC004594,2024-05-08,70,large_amount,reviewed
FRAUD0009278,TXN00011385,ACC004594,2024-12-10,24,large_amount,reviewed
FRAUD0009279,TXN00011386,ACC004595,2025-05-13,53,large_amount,reviewed
FRAUD0009280,TXN00011387,ACC004595,2024-08-05,73,large_amount,open
FRAUD0009281,TXN00011388,ACC004595,2024-09-03,99,velocity,open
FRAUD0009282,TXN00011389,ACC004595,2024-02-08,74,large_amount,open
FRAUD0009283,TXN00011390,ACC004596,2025-11-15,70,failed_auth,reviewed
FRAUD0009284,TXN00011391,ACC004596,2024-07-28,83,large_amount,open
FRAUD0009285,TXN00011392,ACC004596,2024-07-31,35,large_amount,reviewed
FRAUD0009286,TXN00011393,ACC004596,2024-12-29,35,failed_auth,reviewed
FRAUD0009287,TXN00011395,ACC004597,2025-10-09,28,large_amount,reviewed
FRAUD0009288,TXN00011396,ACC004597,2024-07-20,70,large_amount,reviewed
FRAUD0009289,TXN00011397,ACC004597,2024-06-11,51,large_amount,reviewed
FRAUD0009290,TXN00011398,ACC004598,2025-05-03,77,large_amount,open
FRAUD0009291,TXN00011399,ACC004598,2024-05-11,30,large_amount,reviewed
FRAUD0009292,TXN00011400,ACC004598,2024-11-12,62,large_amount,reviewed
FRAUD0009293,TXN00011401,ACC004598,2025-06-18,50,large_amount,reviewed
FRAUD0009294,TXN00011402,ACC004599,2024-08-06,75,large_amount,open
FRAUD0009295,TXN00011404,ACC004599,2025-05-03,71,large_amount,open
FRAUD0009296,TXN00011405,ACC004599,2024-11-26,20,large_amount,reviewed
FRAUD0009297,TXN00011407,ACC004600,2025-06-01,55,large_amount,reviewed
FRAUD0009298,TXN00011408,ACC004600,2024-04-30,65,large_amount,reviewed
FRAUD0009299,TXN00011409,ACC004600,2025-08-28,98,velocity,open
FRAUD0009300,TXN00011410,ACC004601,2024-09-18,43,large_amount,reviewed
FRAUD0009301,TXN00011411,ACC004601,2025-06-24,88,large_amount,open
FRAUD0009302,TXN00011412,ACC004601,2024-07-27,36,large_amount,reviewed
FRAUD0009303,TXN00011414,ACC002276,2025-03-14,91,velocity,open
FRAUD0009304,TXN00011415,ACC002276,2025-03-29,24,large_amount,reviewed
FRAUD0009305,TXN00011416,ACC002276,2025-02-11,88,failed_auth,open
FRAUD0009306,TXN00011417,ACC002276,2024-04-16,74,large_amount,open
FRAUD0009307,TXN00011418,ACC002277,2024-08-23,91,velocity,open
FRAUD0009308,TXN00011419,ACC002277,2025-10-25,91,velocity,open
FRAUD0009309,TXN00011420,ACC002277,2025-06-22,47,large_amount,reviewed
FRAUD0009310,TXN00011421,ACC002277,2024-04-17,29,large_amount,reviewed
FRAUD0009311,TXN00011422,ACC002278,2024-05-14,29,large_amount,reviewed
FRAUD0009312,TXN00011423,ACC002278,2024-09-23,64,large_amount,reviewed
FRAUD0009313,TXN00011424,ACC002278,2025-07-15,69,large_amount,reviewed
FRAUD0009314,TXN00011425,ACC002278,2025-04-14,26,large_amount,reviewed
FRAUD0009315,TXN00011426,ACC002279,2024-12-23,31,large_amount,reviewed
FRAUD0009316,TXN00011427,ACC002279,2024-09-28,94,velocity,open
FRAUD0009317,TXN00011428,ACC002279,2024-01-29,53,large_amount,reviewed
FRAUD0009318,TXN00011429,ACC004108,2025-11-21,83,large_amount,open
FRAUD0009319,TXN00011430,ACC004108,2024-04-14,41,large_amount,reviewed
