repayment_id,loan_id,customer_id,payment_date,amount,payment_channel,repayment_status
REPAY0000900,LOAN000520,CUST000636,2025-02-21,107331,mobile_money,success
REPAY0000901,LOAN000521,CUST000637,2023-09-10,382398,mobile_money,success
REPAY0000902,LOAN000522,CUST000638,2024-03-25,137089,mobile_money,success
REPAY0000903,LOAN000523,CUST000639,2025-09-03,155153,mobile_money,success
REPAY0000904,LOAN000524,CUST000640,2025-09-04,356041,agent,success
REPAY0000905,LOAN000524,CUST000640,2025-10-04,247680,agent,success
REPAY0000906,LOAN000525,CUST000642,2024-02-15,162778,mobile_money,success
REPAY0000907,LOAN000525,CUST000642,2024-03-16,116270,agent,success
REPAY0000908,LOAN000526,CUST000644,2023-01-25,125856,bank_transfer,success
REPAY0000909,LOAN000526,CUST000644,2023-02-24,83904,mobile_money,success
REPAY0000910,LOAN000527,CUST000645,2023-06-29,400000,agent,success
REPAY0000911,LOAN000528,CUST000646,2026-04-21,150442,mobile_money,success
REPAY0000912,LOAN000528,CUST000646,2026-05-21,200589,agent,success
REPAY0000913,LOAN000529,CUST000647,2023-11-20,275000,bank_transfer,success
REPAY0000914,LOAN000529,CUST000647,2023-12-20,125000,bank_transfer,success
REPAY0000915,LOAN000530,CUST000648,2025-03-12,200000,mobile_money,success
REPAY0000916,LOAN000530,CUST000648,2025-04-11,400000,bank_transfer,success
REPAY0000917,LOAN000531,CUST000649,2025-11-05,472843,agent,success
REPAY0000918,LOAN000531,CUST000649,2025-12-05,322393,bank_transfer,success
REPAY0000919,LOAN000532,CUST000650,2024-04-03,497577,mobile_money,success
REPAY0000920,LOAN000532,CUST000650,2024-05-03,237971,agent,success
REPAY0000921,LOAN000533,CUST000651,2023-03-21,155397,agent,success
REPAY0000922,LOAN000533,CUST000651,2023-04-20,122097,agent,success
REPAY0000923,LOAN000534,CUST000652,2026-03-07,106547,bank_transfer,success
REPAY0000924,LOAN000535,CUST000653,2023-12-10,339465,agent,success
REPAY0000925,LOAN000535,CUST000653,2024-01-09,198021,bank_transfer,success
REPAY0000926,LOAN000536,CUST000655,2023-11-16,110814,agent,success
REPAY0000927,LOAN000536,CUST000655,2023-12-16,124665,mobile_money,success
REPAY0000928,LOAN000537,CUST000656,2025-06-03,234594,mobile_money,success
REPAY0000929,LOAN000537,CUST000656,2025-07-03,50998,bank_transfer,success
REPAY0000930,LOAN000538,CUST000657,2025-03-12,151730,mobile_money,success
REPAY0000931,LOAN000539,CUST000658,2023-03-25,49286,bank_transfer,success
REPAY0000932,LOAN000539,CUST000658,2023-04-24,71191,mobile_money,success
REPAY0000933,LOAN000540,CUST000660,2023-09-18,231992,bank_transfer,success
REPAY0000934,LOAN000541,CUST000661,2024-11-15,115769,mobile_money,success
REPAY0000935,LOAN000541,CUST000661,2024-12-15,144712,mobile_money,success
REPAY0000936,LOAN000542,CUST000662,2025-07-01,182726,bank_transfer,success
REPAY0000937,LOAN000543,CUST000663,2025-03-12,326487,mobile_money,success
REPAY0000938,LOAN000544,CUST000664,2024-08-09,112171,mobile_money,success
REPAY0000939,LOAN000545,CUST000665,2025-08-24,400000,bank_transfer,success
REPAY0000940,LOAN000546,CUST000666,2023-11-23,145702,bank_transfer,success
REPAY0000941,LOAN000547,CUST000667,2023-02-12,54773,mobile_money,success
REPAY0000942,LOAN000547,CUST000667,2023-03-14,31710,bank_transfer,success
REPAY0000943,LOAN000548,CUST000668,2024-07-02,384079,mobile_money,success
REPAY0000944,LOAN000548,CUST000668,2024-08-01,237763,bank_transfer,success
REPAY0000945,LOAN000549,CUST000669,2023-04-15,393452,agent,success
REPAY0000946,LOAN000549,CUST000669,2023-05-15,248496,agent,success
REPAY0000947,LOAN000550,CUST000670,2025-06-23,56124,bank_transfer,success
REPAY0000948,LOAN000550,CUST000670,2025-07-23,70156,bank_transfer,success
REPAY0000949,LOAN000551,CUST000671,2023-04-30,120360,bank_transfer,success
REPAY0000950,LOAN000551,CUST000671,2023-05-30,64809,bank_transfer,success
REPAY0000951,LOAN000552,CUST000672,2024-12-01,376341,bank_transfer,success
REPAY0000952,LOAN000552,CUST000672,2024-12-31,257496,bank_transfer,success
REPAY0000953,LOAN000553,CUST000673,2023-09-04,461005,agent,success
REPAY0000954,LOAN000553,CUST000673,2023-10-04,153668,agent,success
REPAY0000955,LOAN000554,CUST000674,2025-12-25,428111,bank_transfer,success
REPAY0000956,LOAN000555,CUST000675,2025-02-07,251770,agent,success
REPAY0000957,LOAN000555,CUST000675,2025-03-09,220299,mobile_money,success
REPAY0000958,LOAN000556,CUST000676,2023-12-01,188981,bank_transfer,success
REPAY0000959,LOAN000557,CUST000679,2025-10-04,437672,mobile_money,success
REPAY0000960,LOAN000558,CUST000680,2023-07-11,350000,bank_transfer,success
REPAY0000961,LOAN000558,CUST000680,2023-08-10,150000,mobile_money,success
REPAY0000962,LOAN000559,CUST000681,2025-04-03,271574,bank_transfer,success
REPAY0000963,LOAN000559,CUST000681,2025-05-03,271574,bank_transfer,success
REPAY0000964,LOAN000560,CUST000682,2024-01-13,86846,bank_transfer,success
REPAY0000965,LOAN000560,CUST000682,2024-02-12,57897,bank_transfer,success
REPAY0000966,LOAN000561,CUST000683,2024-12-21,169970,agent,success
REPAY0000967,LOAN000562,CUST000684,2024-07-13,139878,mobile_money,success
REPAY0000968,LOAN000563,CUST000685,2026-03-20,241869,agent,success
REPAY0000969,LOAN000563,CUST000685,2026-04-19,213414,mobile_money,success
REPAY0000970,LOAN000564,CUST000686,2025-12-06,194900,agent,success
REPAY0000971,LOAN000564,CUST000686,2026-01-05,107195,agent,success
REPAY0000972,LOAN000565,CUST000687,2025-09-04,137254,bank_transfer,success
REPAY0000973,LOAN000566,CUST000689,2025-05-22,431049,bank_transfer,success
REPAY0000974,LOAN000566,CUST000689,2025-06-21,143683,agent,success
REPAY0000975,LOAN000567,CUST000690,2026-04-30,181450,agent,success
REPAY0000976,LOAN000567,CUST000690,2026-05-30,145160,bank_transfer,success
REPAY0000977,LOAN000568,CUST000691,2024-08-13,321602,agent,success
REPAY0000978,LOAN000568,CUST000691,2024-09-12,395819,bank_transfer,success
REPAY0000979,LOAN000569,CUST000692,2025-09-19,90518,bank_transfer,success
REPAY0000980,LOAN000570,CUST000693,2023-02-23,359273,bank_transfer,success
REPAY0000981,LOAN000570,CUST000693,2023-03-25,124964,bank_transfer,success
REPAY0000982,LOAN000571,CUST000694,2025-03-03,185804,bank_transfer,success
REPAY0000983,LOAN000571,CUST000694,2025-04-02,127740,bank_transfer,success
REPAY0000984,LOAN000572,CUST000695,2023-12-20,90476,agent,success
REPAY0000985,LOAN000573,CUST000696,2023-11-15,193218,mobile_money,success
REPAY0000986,LOAN000574,CUST000697,2023-04-08,257304,mobile_money,success
REPAY0000987,LOAN000575,CUST000698,2025-01-19,270622,bank_transfer,success
REPAY0000988,LOAN000576,CUST000699,2024-05-30,270273,agent,success
REPAY0000989,LOAN000577,CUST000700,2026-02-10,300000,bank_transfer,success
REPAY0000990,LOAN000578,CUST000702,2023-06-01,145683,bank_transfer,success
REPAY0000991,LOAN000579,CUST000703,2023-10-16,274123,agent,success
REPAY0000992,LOAN000579,CUST000703,2023-11-15,195802,bank_transfer,success
REPAY0000993,LOAN000580,CUST000705,2024-11-13,427022,agent,success
REPAY0000994,LOAN000580,CUST000705,2024-12-13,187890,bank_transfer,success
REPAY0000995,LOAN000581,CUST000706,2024-12-05,293476,mobile_money,success
REPAY0000996,LOAN000582,CUST000708,2024-07-28,163202,mobile_money,success
REPAY0000997,LOAN000582,CUST000708,2024-08-27,81601,agent,success
REPAY0000998,LOAN000583,CUST000709,2025-05-02,524351,mobile_money,success
REPAY0000999,LOAN000583,CUST000709,2025-06-01,314610,bank_transfer,success
REPAY0001000,LOAN000584,CUST000710,2025-04-22,124305,mobile_money,success
REPAY0001001,LOAN000584,CUST000710,2025-05-22,51793,bank_transfer,success
REPAY0001002,LOAN000585,CUST000712,2024-07-13,300000,mobile_money,success
REPAY0001003,LOAN000585,CUST000712,2024-08-12,200000,mobile_money,success
REPAY0001004,LOAN000586,CUST000714,2024-06-12,115712,agent,success
REPAY0001005,LOAN000587,CUST000715,2024-03-13,53685,mobile_money,success
REPAY0001006,LOAN000587,CUST000715,2024-04-12,32807,agent,success
REPAY0001007,LOAN000588,CUST000717,2024-04-20,339214,bank_transfer,success
REPAY0001008,LOAN000588,CUST000717,2024-05-20,107931,agent,success
REPAY0001009,LOAN000589,CUST000718,2025-09-30,172060,agent,success
REPAY0001010,LOAN000589,CUST000718,2025-10-30,86030,agent,success
REPAY0001011,LOAN000590,CUST000719,2023-10-18,408375,mobile_money,success
REPAY0001012,LOAN000590,CUST000719,2023-11-17,288264,mobile_money,success
REPAY0001013,LOAN000591,CUST000722,2025-11-01,250000,agent,success
REPAY0001014,LOAN000591,CUST000722,2025-12-01,375000,mobile_money,success
REPAY0001015,LOAN000592,CUST000723,2024-01-24,160826,agent,success
REPAY0001016,LOAN000592,CUST000723,2024-02-23,146206,agent,success
REPAY0001017,LOAN000593,CUST000725,2023-07-09,274616,bank_transfer,success
REPAY0001018,LOAN000594,CUST000726,2024-01-19,190117,agent,success
REPAY0001019,LOAN000594,CUST000726,2024-02-18,126745,bank_transfer,success
REPAY0001020,LOAN000595,CUST000727,2025-08-21,408884,bank_transfer,success
REPAY0001021,LOAN000595,CUST000727,2025-09-20,97353,mobile_money,success
REPAY0001022,LOAN000596,CUST000728,2024-12-13,176226,agent,success
REPAY0001023,LOAN000596,CUST000728,2025-01-12,242312,mobile_money,success
REPAY0001024,LOAN000597,CUST000730,2024-10-24,336329,agent,success
REPAY0001025,LOAN000597,CUST000730,2024-11-23,312305,mobile_money,success
REPAY0001026,LOAN000598,CUST000731,2025-05-23,229988,mobile_money,success
REPAY0001027,LOAN000598,CUST000731,2025-06-22,143743,agent,success
REPAY0001028,LOAN000599,CUST000732,2023-10-07,161052,bank_transfer,success
REPAY0001029,LOAN000599,CUST000732,2023-11-06,92030,bank_transfer,success
REPAY0001030,LOAN000600,CUST000733,2025-12-29,74197,agent,success
REPAY0001031,LOAN000600,CUST000733,2026-01-28,79143,mobile_money,success
REPAY0001032,LOAN000601,CUST000734,2024-03-26,389206,agent,success
REPAY0001033,LOAN000601,CUST000734,2024-04-25,186818,mobile_money,success
REPAY0001034,LOAN000602,CUST000735,2023-10-27,132787,agent,success
REPAY0001035,LOAN000603,CUST000737,2024-12-17,139581,mobile_money,success
REPAY0001036,LOAN000603,CUST000737,2025-01-16,148887,bank_transfer,success
REPAY0001037,LOAN000604,CUST000738,2024-08-04,268228,bank_transfer,success
REPAY0001038,LOAN000604,CUST000738,2024-09-03,390150,agent,success
REPAY0001039,LOAN000605,CUST000739,2024-11-27,520022,bank_transfer,success
REPAY0001040,LOAN000605,CUST000739,2024-12-27,354561,agent,success
REPAY0001041,LOAN000606,CUST000740,2023-04-13,233438,agent,success
REPAY0001042,LOAN000606,CUST000740,2023-05-13,205974,bank_transfer,success
REPAY0001043,LOAN000607,CUST000741,2025-06-13,331491,bank_transfer,success
REPAY0001044,LOAN000607,CUST000741,2025-07-13,99447,bank_transfer,success
REPAY0001045,LOAN000608,CUST000742,2024-10-10,400000,mobile_money,success
REPAY0001046,LOAN000609,CUST000743,2025-03-13,143736,mobile_money,success
REPAY0001047,LOAN000610,CUST000744,2023-11-28,264349,agent,success
REPAY0001048,LOAN000610,CUST000744,2023-12-28,336445,agent,success
REPAY0001049,LOAN000611,CUST000745,2025-03-24,575000,bank_transfer,success
REPAY0001050,LOAN000612,CUST000746,2025-10-22,475000,agent,success
REPAY0001051,LOAN000612,CUST000746,2025-11-21,400000,mobile_money,success
REPAY0001052,LOAN000613,CUST000747,2025-02-06,441576,bank_transfer,success
REPAY0001053,LOAN000613,CUST000747,2025-03-08,91995,agent,success
REPAY0001054,LOAN000614,CUST000748,2024-06-22,466275,agent,success
REPAY0001055,LOAN000615,CUST000749,2024-01-31,376865,mobile_money,success
REPAY0001056,LOAN000615,CUST000749,2024-03-01,99175,mobile_money,success
REPAY0001057,LOAN000616,CUST000750,2025-02-25,403405,bank_transfer,success
REPAY0001058,LOAN000616,CUST000750,2025-03-27,228011,bank_transfer,success
REPAY0001059,LOAN000617,CUST000751,2023-03-28,246642,agent,success
REPAY0001060,LOAN000618,CUST000752,2023-10-07,100004,agent,success
REPAY0001061,LOAN000618,CUST000752,2023-11-06,137506,mobile_money,success
REPAY0001062,LOAN000619,CUST000753,2025-11-03,222447,mobile_money,success
REPAY0001063,LOAN000619,CUST000753,2025-12-03,200202,bank_transfer,success
REPAY0001064,LOAN000620,CUST000755,2023-03-22,286848,mobile_money,success
REPAY0001065,LOAN000620,CUST000755,2023-04-21,211361,agent,success
REPAY0001066,LOAN000621,CUST000756,2024-11-28,159657,agent,success
REPAY0001067,LOAN000621,CUST000756,2024-12-28,79828,mobile_money,success
REPAY0001068,LOAN000622,CUST000758,2024-10-14,175108,mobile_money,success
REPAY0001069,LOAN000622,CUST000758,2024-11-13,109443,bank_transfer,success
REPAY0001070,LOAN000623,CUST000760,2025-08-25,63866,agent,success
REPAY0001071,LOAN000623,CUST000760,2025-09-24,57479,bank_transfer,success
REPAY0001072,LOAN000624,CUST000762,2023-12-06,421411,mobile_money,success
REPAY0001073,LOAN000625,CUST000765,2023-03-16,124113,mobile_money,success
REPAY0001074,LOAN000625,CUST000765,2023-04-15,220646,mobile_money,success
REPAY0001075,LOAN000626,CUST000767,2024-03-14,348873,agent,success
REPAY0001076,LOAN000626,CUST000767,2024-04-13,225742,bank_transfer,success
REPAY0001077,LOAN000627,CUST000768,2023-02-08,326475,bank_transfer,success
REPAY0001078,LOAN000627,CUST000768,2023-03-10,290200,bank_transfer,success
REPAY0001079,LOAN000628,CUST000769,2024-06-26,247542,bank_transfer,success
REPAY0001080,LOAN000628,CUST000769,2024-07-26,247542,agent,success
REPAY0001081,LOAN000629,CUST000770,2025-02-07,78596,agent,success
REPAY0001082,LOAN000630,CUST000771,2024-11-29,230100,agent,success
REPAY0001083,LOAN000630,CUST000771,2024-12-29,292855,bank_transfer,success
REPAY0001084,LOAN000631,CUST000772,2026-02-15,108283,bank_transfer,success
REPAY0001085,LOAN000632,CUST000773,2025-07-19,625000,bank_transfer,success
REPAY0001086,LOAN000632,CUST000773,2025-08-18,400000,agent,success
REPAY0001087,LOAN000633,CUST000774,2023-03-15,223381,mobile_money,success
REPAY0001088,LOAN000633,CUST000774,2023-04-14,58273,agent,success
REPAY0001089,LOAN000634,CUST000776,2023-04-09,106635,bank_transfer,success
REPAY0001090,LOAN000634,CUST000776,2023-05-09,79976,agent,success
REPAY0001091,LOAN000635,CUST000777,2026-04-21,344026,bank_transfer,success
REPAY0001092,LOAN000635,CUST000777,2026-05-21,164534,mobile_money,success
REPAY0001093,LOAN000636,CUST000779,2023-08-15,270261,agent,success
REPAY0001094,LOAN000636,CUST000779,2023-09-14,202695,mobile_money,success
REPAY0001095,LOAN000637,CUST000781,2025-02-26,416724,agent,success
REPAY0001096,LOAN000637,CUST000781,2025-03-28,104181,bank_transfer,success
REPAY0001097,LOAN000638,CUST000783,2023-05-28,317817,mobile_money,success
REPAY0001098,LOAN000638,CUST000783,2023-06-27,115570,agent,success
REPAY0001099,LOAN000639,CUST000784,2025-07-19,136358,mobile_money,success
REPAY0001100,LOAN000639,CUST000784,2025-08-18,127836,agent,success
REPAY0001101,LOAN000640,CUST000785,2024-06-17,360011,mobile_money,success
REPAY0001102,LOAN000640,CUST000785,2024-07-17,284219,bank_transfer,success
REPAY0001103,LOAN000641,CUST000786,2023-02-22,424999,agent,success
REPAY0001104,LOAN000641,CUST000786,2023-03-24,300000,agent,success
REPAY0001105,LOAN000642,CUST000787,2026-03-16,128808,agent,success
REPAY0001106,LOAN000642,CUST000787,2026-04-15,56675,mobile_money,success
REPAY0001107,LOAN000643,CUST000788,2023-08-09,221985,agent,success
REPAY0001108,LOAN000643,CUST000788,2023-09-08,273212,mobile_money,success
REPAY0001109,LOAN000644,CUST000789,2026-01-22,575000,bank_transfer,success
REPAY0001110,LOAN000644,CUST000789,2026-02-21,400000,bank_transfer,success
REPAY0001111,LOAN000645,CUST000790,2025-11-05,233559,agent,success
REPAY0001112,LOAN000645,CUST000790,2025-12-05,166828,bank_transfer,success
REPAY0001113,LOAN000646,CUST000791,2024-04-14,417396,agent,success
REPAY0001114,LOAN000646,CUST000791,2024-05-14,173915,bank_transfer,success
REPAY0001115,LOAN000647,CUST000793,2026-04-08,209425,agent,success
REPAY0001116,LOAN000647,CUST000793,2026-05-08,247502,bank_transfer,success
REPAY0001117,LOAN000648,CUST000794,2026-03-03,76874,mobile_money,success
REPAY0001118,LOAN000649,CUST000795,2024-12-02,94943,bank_transfer,success
REPAY0001119,LOAN000649,CUST000795,2025-01-01,94943,bank_transfer,success
REPAY0001120,LOAN000650,CUST000796,2025-10-16,525000,agent,success
REPAY0001121,LOAN000650,CUST000796,2025-11-15,350000,agent,success
REPAY0001122,LOAN000651,CUST000797,2023-04-25,146179,agent,success
REPAY0001123,LOAN000652,CUST000798,2026-03-31,625000,agent,success
REPAY0001124,LOAN000652,CUST000798,2026-04-30,325000,agent,success
REPAY0001125,LOAN000653,CUST000799,2024-02-16,54900,agent,success
REPAY0001126,LOAN000653,CUST000799,2024-03-17,79854,mobile_money,success
REPAY0001127,LOAN000654,CUST000800,2023-10-10,450000,mobile_money,success
REPAY0001128,LOAN000654,CUST000800,2023-11-09,400000,agent,success
REPAY0001129,LOAN000655,CUST000801,2023-06-10,43006,mobile_money,success
REPAY0001130,LOAN000655,CUST000801,2023-07-10,46916,bank_transfer,success
REPAY0001131,LOAN000656,CUST000802,2023-05-08,82739,agent,success
REPAY0001132,LOAN000656,CUST000802,2023-06-07,68949,mobile_money,success
REPAY0001133,LOAN000657,CUST000803,2023-07-01,373623,mobile_money,success
REPAY0001134,LOAN000657,CUST000803,2023-07-31,351646,bank_transfer,success
REPAY0001135,LOAN000658,CUST000804,2026-02-10,75311,mobile_money,success
REPAY0001136,LOAN000658,CUST000804,2026-03-12,17931,bank_transfer,success
REPAY0001137,LOAN000659,CUST000805,2023-04-03,93348,bank_transfer,success
REPAY0001138,LOAN000660,CUST000806,2025-08-25,70441,mobile_money,success
REPAY0001139,LOAN000661,CUST000808,2024-05-27,54731,mobile_money,success
REPAY0001140,LOAN000661,CUST000808,2024-06-26,31275,bank_transfer,success
REPAY0001141,LOAN000662,CUST000809,2023-02-23,403761,mobile_money,success
REPAY0001142,LOAN000662,CUST000809,2023-03-25,161504,mobile_money,success
REPAY0001143,LOAN000663,CUST000810,2024-12-31,317060,mobile_money,success
REPAY0001144,LOAN000664,CUST000811,2024-11-28,370843,bank_transfer,success
REPAY0001145,LOAN000664,CUST000811,2024-12-28,269704,mobile_money,success
REPAY0001146,LOAN000665,CUST000812,2023-05-31,158178,agent,success
REPAY0001147,LOAN000665,CUST000812,2023-06-30,168723,bank_transfer,success
REPAY0001148,LOAN000666,CUST000813,2026-04-30,82307,mobile_money,success
REPAY0001149,LOAN000666,CUST000813,2026-05-30,34655,mobile_money,success
REPAY0001150,LOAN000667,CUST000814,2023-09-01,111086,bank_transfer,success
REPAY0001151,LOAN000667,CUST000814,2023-10-01,83314,mobile_money,success
REPAY0001152,LOAN000668,CUST000815,2023-06-18,322906,mobile_money,success
REPAY0001153,LOAN000668,CUST000815,2023-07-18,201816,agent,success
REPAY0001154,LOAN000669,CUST000816,2025-08-03,82885,bank_transfer,success
REPAY0001155,LOAN000669,CUST000816,2025-09-02,69798,mobile_money,success
REPAY0001156,LOAN000670,CUST000817,2024-07-24,140644,mobile_money,success
REPAY0001157,LOAN000671,CUST000818,2025-04-13,310852,agent,success
REPAY0001158,LOAN000672,CUST000819,2023-05-23,214549,mobile_money,success
REPAY0001159,LOAN000672,CUST000819,2023-06-22,245199,agent,success
REPAY0001160,LOAN000673,CUST000821,2024-08-08,307876,bank_transfer,success
REPAY0001161,LOAN000673,CUST000821,2024-09-07,145836,bank_transfer,success
REPAY0001162,LOAN000674,CUST000822,2024-03-07,186703,mobile_money,success
REPAY0001163,LOAN000674,CUST000822,2024-04-06,248938,agent,success
REPAY0001164,LOAN000675,CUST000823,2025-12-25,300000,bank_transfer,success
REPAY0001165,LOAN000675,CUST000823,2026-01-24,275000,mobile_money,success
REPAY0001166,LOAN000676,CUST000824,2023-12-27,124478,agent,success
REPAY0001167,LOAN000676,CUST000824,2024-01-26,101845,mobile_money,success
REPAY0001168,LOAN000677,CUST000826,2026-04-21,128623,bank_transfer,success
REPAY0001169,LOAN000677,CUST000826,2026-05-21,33848,agent,success
REPAY0001170,LOAN000678,CUST000828,2024-12-05,91473,bank_transfer,success
REPAY0001171,LOAN000678,CUST000828,2025-01-04,35793,mobile_money,success
REPAY0001172,LOAN000679,CUST000829,2026-02-19,282305,bank_transfer,success
REPAY0001173,LOAN000679,CUST000829,2026-03-21,130294,bank_transfer,success
REPAY0001174,LOAN000680,CUST000830,2023-05-04,186238,agent,success
REPAY0001175,LOAN000680,CUST000830,2023-06-03,124158,bank_transfer,success
REPAY0001176,LOAN000681,CUST000832,2024-09-28,257616,bank_transfer,success
REPAY0001177,LOAN000681,CUST000832,2024-10-28,171744,bank_transfer,success
REPAY0001178,LOAN000682,CUST000833,2023-06-15,151629,mobile_money,success
REPAY0001179,LOAN000682,CUST000833,2023-07-15,68233,mobile_money,success
REPAY0001180,LOAN000683,CUST000834,2024-11-22,163832,mobile_money,success
REPAY0001181,LOAN000683,CUST000834,2024-12-22,93618,bank_transfer,success
REPAY0001182,LOAN000684,CUST000835,2025-11-29,194714,bank_transfer,success
REPAY0001183,LOAN000684,CUST000835,2025-12-29,97357,agent,success
REPAY0001184,LOAN000685,CUST000836,2024-09-09,140970,bank_transfer,success
REPAY0001185,LOAN000685,CUST000836,2024-10-09,83301,agent,success
REPAY0001186,LOAN000686,CUST000837,2025-09-26,71261,agent,success
REPAY0001187,LOAN000687,CUST000838,2026-02-09,191660,agent,success
REPAY0001188,LOAN000688,CUST000839,2025-07-23,159059,agent,success
REPAY0001189,LOAN000688,CUST000839,2025-08-22,49706,bank_transfer,success
REPAY0001190,LOAN000689,CUST000840,2024-04-29,59980,agent,success
REPAY0001191,LOAN000690,CUST000842,2024-08-18,567754,mobile_money,success
REPAY0001192,LOAN000690,CUST000842,2024-09-17,340652,mobile_money,success
REPAY0001193,LOAN000691,CUST000843,2025-06-28,85249,agent,success
REPAY0001194,LOAN000691,CUST000843,2025-07-28,63937,agent,success
REPAY0001195,LOAN000692,CUST000844,2023-12-14,318494,agent,success
REPAY0001196,LOAN000692,CUST000844,2024-01-13,230023,bank_transfer,success
REPAY0001197,LOAN000693,CUST000846,2023-01-23,101875,mobile_money,success
REPAY0001198,LOAN000693,CUST000846,2023-02-22,109152,mobile_money,success
REPAY0001199,LOAN000694,CUST000847,2025-03-27,400000,agent,success
REPAY0001200,LOAN000695,CUST000848,2024-04-11,240254,bank_transfer,success
REPAY0001201,LOAN000696,CUST000849,2024-11-16,94222,bank_transfer,success
REPAY0001202,LOAN000696,CUST000849,2024-12-16,47111,agent,success
REPAY0001203,LOAN000697,CUST000850,2025-01-29,113513,agent,success
REPAY0001204,LOAN000697,CUST000850,2025-02-28,113513,mobile_money,success
REPAY0001205,LOAN000698,CUST000851,2024-02-08,118636,mobile_money,success
REPAY0001206,LOAN000698,CUST000851,2024-03-09,135584,agent,success
REPAY0001207,LOAN000699,CUST000852,2025-11-25,269918,bank_transfer,success
REPAY0001208,LOAN000700,CUST000853,2025-07-17,273475,mobile_money,success
REPAY0001209,LOAN000700,CUST000853,2025-08-16,117203,mobile_money,success
REPAY0001210,LOAN000701,CUST000854,2023-02-09,60424,bank_transfer,success
REPAY0001211,LOAN000702,CUST000855,2024-05-07,207187,bank_transfer,success
REPAY0001212,LOAN000703,CUST000856,2025-08-07,275507,bank_transfer,success
REPAY0001213,LOAN000703,CUST000856,2025-09-06,103315,agent,success
REPAY0001214,LOAN000704,CUST000857,2024-04-23,216486,bank_transfer,success
REPAY0001215,LOAN000704,CUST000857,2024-05-23,72162,mobile_money,success
REPAY0001216,LOAN000705,CUST000858,2024-08-01,526194,bank_transfer,success
REPAY0001217,LOAN000705,CUST000858,2024-08-31,251658,agent,success
REPAY0001218,LOAN000706,CUST000859,2024-09-12,23689,agent,success
REPAY0001219,LOAN000706,CUST000859,2024-10-12,17767,agent,success
REPAY0001220,LOAN000707,CUST000860,2025-03-16,362026,mobile_money,success
REPAY0001221,LOAN000707,CUST000860,2025-04-15,236104,bank_transfer,success
REPAY0001222,LOAN000708,CUST000861,2024-05-06,202765,agent,success
REPAY0001223,LOAN000709,CUST000862,2024-09-17,195277,bank_transfer,success
REPAY0001224,LOAN000709,CUST000862,2024-10-17,156222,mobile_money,success
REPAY0001225,LOAN000710,CUST000863,2025-07-14,500000,mobile_money,success
REPAY0001226,LOAN000710,CUST000863,2025-08-13,250000,mobile_money,success
REPAY0001227,LOAN000711,CUST000864,2024-08-22,212647,bank_transfer,success
REPAY0001228,LOAN000711,CUST000864,2024-09-21,106323,bank_transfer,success
REPAY0001229,LOAN000712,CUST000865,2024-09-17,625000,mobile_money,success
REPAY0001230,LOAN000712,CUST000865,2024-10-17,275000,agent,success
REPAY0001231,LOAN000713,CUST000867,2024-11-15,174506,bank_transfer,success
REPAY0001232,LOAN000713,CUST000867,2024-12-15,158642,mobile_money,success
REPAY0001233,LOAN000714,CUST000868,2024-02-14,216087,agent,success
REPAY0001234,LOAN000715,CUST000869,2023-09-14,143235,mobile_money,success
REPAY0001235,LOAN000715,CUST000869,2023-10-14,47745,mobile_money,success
REPAY0001236,LOAN000716,CUST000871,2023-03-30,250000,agent,success
REPAY0001237,LOAN000716,CUST000871,2023-04-29,150000,bank_transfer,success
REPAY0001238,LOAN000717,CUST000872,2025-03-07,90066,mobile_money,success
REPAY0001239,LOAN000717,CUST000872,2025-04-06,72053,mobile_money,success
REPAY0001240,LOAN000718,CUST000873,2026-04-27,322840,bank_transfer,success
REPAY0001241,LOAN000718,CUST000873,2026-05-27,102722,agent,success
REPAY0001242,LOAN000719,CUST000874,2023-11-30,195841,bank_transfer,success
REPAY0001243,LOAN000719,CUST000874,2023-12-30,367202,agent,success
REPAY0001244,LOAN000720,CUST000875,2024-02-05,185945,bank_transfer,success
REPAY0001245,LOAN000720,CUST000875,2024-03-06,92972,agent,success
REPAY0001246,LOAN000721,CUST000876,2023-01-24,424999,agent,success
REPAY0001247,LOAN000721,CUST000876,2023-02-23,250000,bank_transfer,success
REPAY0001248,LOAN000722,CUST000877,2024-02-18,500000,agent,success
REPAY0001249,LOAN000722,CUST000877,2024-03-19,175000,mobile_money,success
REPAY0001250,LOAN000723,CUST000879,2026-04-02,287406,bank_transfer,success
REPAY0001251,LOAN000724,CUST000880,2025-01-23,270921,agent,success
REPAY0001252,LOAN000724,CUST000880,2025-02-22,111556,agent,success
REPAY0001253,LOAN000725,CUST000881,2023-12-09,424999,mobile_money,success
REPAY0001254,LOAN000726,CUST000882,2025-04-01,502600,mobile_money,success
REPAY0001255,LOAN000726,CUST000882,2025-05-01,125650,bank_transfer,success
REPAY0001256,LOAN000727,CUST000883,2025-08-12,340379,agent,success
REPAY0001257,LOAN000728,CUST000884,2024-12-11,57905,bank_transfer,success
REPAY0001258,LOAN000728,CUST000884,2025-01-10,115811,agent,success
REPAY0001259,LOAN000729,CUST000885,2024-08-06,40840,mobile_money,success
REPAY0001260,LOAN000730,CUST000886,2024-08-18,179580,agent,success
REPAY0001261,LOAN000730,CUST000886,2024-09-17,143664,mobile_money,success
REPAY0001262,LOAN000731,CUST000887,2024-02-25,192097,bank_transfer,success
REPAY0001263,LOAN000731,CUST000887,2024-03-26,76839,bank_transfer,success
