transaction_id,account_id,customer_id,merchant_id,card_id,transaction_date,transaction_type,channel,amount,currency,status,country_code
TXN00003067,ACC002103,CUST002103,MERC00063,CARD001444,2025-04-13,transfer,bank_transfer,202231,UGX,failed,UG
TXN00003068,ACC002103,CUST002103,MERC00025,CARD001444,2025-08-04,bill_pay,card_online,281721,UGX,failed,UG
TXN00003069,ACC002103,CUST002103,MERC00035,CARD001444,2025-09-15,transfer,agent_cashin,242661,UGX,pending,UG
TXN00003070,ACC002103,CUST002103,MERC00067,CARD001444,2025-05-10,transfer,mobile_money,155247,UGX,failed,UG
TXN00003071,ACC002104,CUST002104,MERC00031,,2024-02-13,bill_pay,bank_transfer,343259,UGX,success,UG
TXN00003072,ACC002104,CUST002104,MERC00007,,2024-11-18,withdrawal,mobile_money,381564,UGX,pending,UG
TXN00003073,ACC002104,CUST002104,MERC00005,,2025-01-15,bill_pay,card_pos,277012,UGX,success,UG
TXN00003074,ACC002104,CUST002104,MERC00012,,2024-11-11,withdrawal,card_pos,348153,UGX,success,UG
TXN00003075,ACC002105,CUST002105,MERC00045,CARD001445,2024-02-12,payment,bank_transfer,254798,UGX,success,UG
TXN00003076,ACC002105,CUST002105,MERC00011,CARD001445,2025-04-25,withdrawal,agent_cashin,234723,UGX,success,UG
TXN00003077,ACC002105,CUST002105,MERC00002,CARD001445,2025-05-10,payment,card_online,286162,UGX,success,UG
TXN00003078,ACC002105,CUST002105,MERC00005,CARD001445,2024-03-22,deposit,mobile_money,178664,UGX,success,UG
TXN00003079,ACC002106,CUST002106,MERC00029,CARD001446,2025-06-19,bill_pay,agent_cashin,190098,UGX,failed,UG
TXN00003080,ACC002106,CUST002106,MERC00065,CARD001446,2025-01-28,withdrawal,agent_cashin,199553,UGX,success,UG
TXN00003081,ACC002106,CUST002106,MERC00052,CARD001446,2024-09-27,payment,card_pos,482198,UGX,success,UG
TXN00003082,ACC002106,CUST002106,MERC00031,CARD001446,2024-07-06,transfer,card_pos,207408,UGX,pending,UG
TXN00003083,ACC002107,CUST002107,MERC00071,,2025-10-17,deposit,bank_transfer,423215,UGX,failed,UG
TXN00003084,ACC002107,CUST002107,MERC00003,,2024-09-29,transfer,agent_cashin,443895,UGX,pending,UG
TXN00003085,ACC002107,CUST002107,MERC00018,,2024-10-15,transfer,bank_transfer,391196,UGX,success,UG
TXN00003086,ACC002107,CUST002107,MERC00032,,2025-02-12,bill_pay,bank_transfer,450177,UGX,pending,UG
TXN00003087,ACC002108,CUST002108,MERC00055,CARD001447,2024-09-08,deposit,agent_cashin,445808,UGX,success,UG
TXN00003088,ACC002108,CUST002108,MERC00003,CARD001447,2024-02-22,deposit,mobile_money,188269,UGX,success,UG
TXN00003089,ACC002108,CUST002108,MERC00040,CARD001447,2024-12-01,payment,card_online,188579,UGX,success,UG
TXN00003090,ACC002108,CUST002108,MERC00008,CARD001447,2024-12-14,bill_pay,bank_transfer,305364,UGX,success,UG
TXN00003091,ACC002109,CUST002109,MERC00035,CARD001448,2024-01-07,bill_pay,card_pos,339150,UGX,success,UG
TXN00003092,ACC002109,CUST002109,MERC00001,CARD001448,2025-11-22,withdrawal,mobile_money,312692,UGX,success,UG
TXN00003093,ACC002109,CUST002109,MERC00023,CARD001448,2024-04-10,payment,agent_cashin,390561,UGX,failed,UG
TXN00003094,ACC002109,CUST002109,MERC00022,CARD001448,2025-03-14,transfer,bank_transfer,242187,UGX,success,UG
TXN00003095,ACC002110,CUST002110,MERC00048,,2025-09-02,bill_pay,bank_transfer,242996,UGX,success,UG
TXN00003096,ACC002110,CUST002110,MERC00025,,2024-12-27,deposit,bank_transfer,389193,UGX,success,UG
TXN00003097,ACC002110,CUST002110,MERC00004,,2024-08-12,bill_pay,card_online,194422,UGX,success,UG
TXN00003098,ACC002110,CUST002110,MERC00015,,2025-05-26,withdrawal,agent_cashin,349000,UGX,success,UG
TXN00003099,ACC002111,CUST002111,MERC00046,CARD001449,2024-06-08,withdrawal,card_online,251790,UGX,success,UG
TXN00003100,ACC002111,CUST002111,MERC00054,CARD001449,2024-08-10,payment,card_online,354104,UGX,success,UG
TXN00003101,ACC002111,CUST002111,MERC00027,CARD001449,2024-09-18,payment,mobile_money,269186,UGX,pending,UG
TXN00003102,ACC002111,CUST002111,MERC00042,CARD001449,2025-10-21,payment,card_online,227978,UGX,failed,UG
TXN00003103,ACC002112,CUST002112,MERC00015,CARD001450,2024-04-20,transfer,card_pos,154280,UGX,pending,UG
TXN00003104,ACC002112,CUST002112,MERC00052,CARD001450,2025-01-21,bill_pay,card_online,178700,UGX,pending,UG
TXN00003105,ACC002112,CUST002112,MERC00020,CARD001450,2025-02-15,bill_pay,agent_cashin,300338,UGX,success,UG
TXN00003106,ACC002112,CUST002112,MERC00071,CARD001450,2024-05-04,payment,card_pos,271436,UGX,success,UG
TXN00003107,ACC002113,CUST002113,MERC00018,CARD001451,2024-01-08,payment,mobile_money,392385,UGX,failed,UG
TXN00003108,ACC002113,CUST002113,MERC00025,CARD001451,2024-12-28,transfer,mobile_money,277034,UGX,pending,UG
TXN00003109,ACC002113,CUST002113,MERC00035,CARD001451,2025-01-03,bill_pay,card_online,333117,UGX,success,UG
TXN00003110,ACC002113,CUST002113,MERC00026,CARD001451,2024-11-05,withdrawal,card_pos,269477,UGX,failed,UG
TXN00003111,ACC002114,CUST002114,MERC00061,CARD001452,2024-12-02,transfer,mobile_money,356281,UGX,failed,UG
TXN00003112,ACC002114,CUST002114,MERC00048,CARD001452,2024-12-02,bill_pay,mobile_money,249895,UGX,pending,UG
TXN00003113,ACC002114,CUST002114,MERC00053,CARD001452,2024-01-03,bill_pay,mobile_money,284290,UGX,success,UG
TXN00003114,ACC002114,CUST002114,MERC00050,CARD001452,2025-05-30,payment,bank_transfer,175446,UGX,success,UG
TXN00003115,ACC002115,CUST002115,MERC00011,,2024-04-30,payment,mobile_money,276480,UGX,success,UG
TXN00003116,ACC002115,CUST002115,MERC00021,,2025-03-12,deposit,bank_transfer,425902,UGX,success,UG
TXN00003117,ACC002115,CUST002115,MERC00044,,2024-04-02,bill_pay,mobile_money,298876,UGX,success,UG
TXN00003118,ACC002115,CUST002115,MERC00055,,2024-04-19,deposit,bank_transfer,254837,UGX,pending,UG
TXN00003119,ACC002116,CUST002116,MERC00034,CARD001453,2024-01-29,bill_pay,mobile_money,361093,UGX,pending,UG
TXN00003120,ACC002116,CUST002116,MERC00052,CARD001453,2025-03-19,payment,card_pos,232875,UGX,pending,UG
TXN00003121,ACC002116,CUST002116,MERC00026,CARD001453,2024-07-23,transfer,agent_cashin,415207,UGX,success,UG
TXN00003122,ACC002116,CUST002116,MERC00050,CARD001453,2024-01-01,transfer,card_pos,225926,UGX,success,UG
TXN00003123,ACC001323,CUST001323,MERC00023,CARD000906,2024-04-06,transfer,mobile_money,429349,UGX,success,UG
TXN00003124,ACC001323,CUST001323,MERC00059,CARD000906,2025-05-21,payment,bank_transfer,250208,UGX,success,UG
TXN00003125,ACC001323,CUST001323,MERC00045,CARD000906,2024-02-27,transfer,agent_cashin,319317,UGX,success,UG
TXN00003126,ACC001323,CUST001323,MERC00063,CARD000906,2025-03-08,payment,card_online,299420,UGX,pending,UG
TXN00003127,ACC001324,CUST001324,MERC00049,CARD000907,2024-05-28,deposit,bank_transfer,248497,UGX,failed,UG
TXN00003128,ACC001324,CUST001324,MERC00038,CARD000907,2024-06-29,bill_pay,agent_cashin,239081,UGX,success,UG
TXN00003129,ACC001324,CUST001324,MERC00060,CARD000907,2025-10-17,transfer,card_pos,455971,UGX,success,UG
TXN00003130,ACC001324,CUST001324,MERC00065,CARD000907,2025-01-11,deposit,bank_transfer,407480,UGX,success,UG
TXN00003131,ACC001325,CUST001325,MERC00049,CARD000908,2024-03-26,transfer,agent_cashin,412508,UGX,failed,UG
TXN00003132,ACC001325,CUST001325,MERC00064,CARD000908,2024-11-10,withdrawal,agent_cashin,387182,UGX,failed,UG
TXN00003133,ACC001325,CUST001325,MERC00012,CARD000908,2025-11-30,withdrawal,agent_cashin,245682,UGX,success,UG
TXN00003134,ACC001325,CUST001325,MERC00067,CARD000908,2025-09-29,withdrawal,agent_cashin,411558,UGX,pending,UG
TXN00003135,ACC001326,CUST001326,MERC00036,CARD000909,2025-03-12,payment,card_online,329533,UGX,success,UG
TXN00003136,ACC001326,CUST001326,MERC00053,CARD000909,2024-12-22,bill_pay,card_pos,210691,UGX,pending,UG
TXN00003137,ACC001326,CUST001326,MERC00026,CARD000909,2024-02-09,transfer,mobile_money,407557,UGX,success,UG
TXN00003138,ACC001326,CUST001326,MERC00062,CARD000909,2024-06-02,withdrawal,card_online,177055,UGX,failed,UG
TXN00003139,ACC001327,CUST001327,MERC00072,,2024-10-19,bill_pay,card_online,405330,UGX,success,UG
TXN00003140,ACC001327,CUST001327,MERC00033,,2025-04-09,payment,agent_cashin,278279,UGX,pending,UG
TXN00003141,ACC001327,CUST001327,MERC00066,,2024-12-28,transfer,card_pos,278529,UGX,success,UG
TXN00003142,ACC001327,CUST001327,MERC00019,,2024-11-25,payment,card_online,422362,UGX,success,UG
TXN00003143,ACC001328,CUST001328,MERC00028,CARD000910,2025-11-24,deposit,mobile_money,404938,UGX,success,UG
TXN00003144,ACC001328,CUST001328,MERC00053,CARD000910,2024-02-25,deposit,card_online,430381,UGX,success,UG
TXN00003145,ACC001328,CUST001328,MERC00029,CARD000910,2025-09-05,deposit,bank_transfer,503367,UGX,success,UG
TXN00003146,ACC001328,CUST001328,MERC00026,CARD000910,2024-11-10,bill_pay,mobile_money,260708,UGX,failed,UG
TXN00003147,ACC001329,CUST001329,MERC00047,CARD000911,2025-04-27,deposit,card_online,270826,UGX,success,UG
TXN00003148,ACC001329,CUST001329,MERC00058,CARD000911,2024-02-10,payment,mobile_money,365149,UGX,success,UG
TXN00003149,ACC001329,CUST001329,MERC00034,CARD000911,2025-04-24,transfer,agent_cashin,211659,UGX,success,UG
TXN00003150,ACC001329,CUST001329,MERC00021,CARD000911,2024-01-18,withdrawal,agent_cashin,263984,UGX,failed,UG
TXN00003151,ACC001330,CUST001330,MERC00008,CARD000912,2025-09-12,payment,mobile_money,387072,UGX,success,UG
TXN00003152,ACC001330,CUST001330,MERC00044,CARD000912,2024-02-15,bill_pay,bank_transfer,272209,UGX,success,UG
TXN00003153,ACC001330,CUST001330,MERC00051,CARD000912,2024-10-22,bill_pay,card_pos,301562,UGX,success,UG
TXN00003154,ACC001330,CUST001330,MERC00054,CARD000912,2025-04-19,transfer,bank_transfer,271731,UGX,success,UG
TXN00003155,ACC001331,CUST001331,MERC00051,CARD000913,2025-07-31,transfer,card_online,329394,UGX,pending,UG
TXN00003156,ACC001331,CUST001331,MERC00053,CARD000913,2025-06-03,transfer,card_pos,281812,UGX,success,UG
TXN00003157,ACC001331,CUST001331,MERC00030,CARD000913,2025-03-13,payment,mobile_money,222003,UGX,pending,UG
TXN00003158,ACC001331,CUST001331,MERC00029,CARD000913,2025-03-24,deposit,bank_transfer,353491,UGX,pending,UG
TXN00003159,ACC001332,CUST001332,MERC00065,,2024-03-18,transfer,card_pos,426055,UGX,pending,UG
TXN00003160,ACC001332,CUST001332,MERC00059,,2024-04-29,transfer,agent_cashin,366384,UGX,success,UG
TXN00003161,ACC001332,CUST001332,MERC00065,,2025-11-22,bill_pay,card_online,440117,UGX,pending,UG
TXN00003162,ACC001332,CUST001332,MERC00056,,2024-03-25,transfer,agent_cashin,362829,UGX,success,UG
TXN00003163,ACC001333,CUST001333,MERC00053,,2025-02-02,bill_pay,agent_cashin,363532,UGX,failed,UG
TXN00003164,ACC001333,CUST001333,MERC00063,,2024-04-25,transfer,card_online,283628,UGX,success,UG
TXN00003165,ACC001333,CUST001333,MERC00063,,2025-09-27,withdrawal,bank_transfer,396628,UGX,failed,UG
TXN00003166,ACC001333,CUST001333,MERC00003,,2024-10-06,bill_pay,agent_cashin,307683,UGX,success,UG
TXN00003167,ACC001423,CUST001423,MERC00009,CARD000973,2025-11-21,deposit,card_online,356808,UGX,success,UG
TXN00003168,ACC001423,CUST001423,MERC00054,CARD000973,2025-01-24,bill_pay,agent_cashin,325710,UGX,pending,UG
TXN00003169,ACC001423,CUST001423,MERC00022,CARD000973,2025-10-31,transfer,mobile_money,370156,UGX,success,UG
TXN00003170,ACC001423,CUST001423,MERC00001,CARD000973,2024-09-20,payment,agent_cashin,343045,UGX,pending,UG
TXN00003171,ACC001424,CUST001424,MERC00032,CARD000974,2024-02-07,bill_pay,card_online,355244,UGX,success,UG
TXN00003172,ACC001424,CUST001424,MERC00043,CARD000974,2024-07-01,deposit,mobile_money,212753,UGX,success,UG
TXN00003173,ACC001424,CUST001424,MERC00049,CARD000974,2025-07-15,payment,card_pos,377316,UGX,success,UG
TXN00003174,ACC001424,CUST001424,MERC00051,CARD000974,2024-01-20,transfer,agent_cashin,438369,UGX,failed,UG
TXN00003175,ACC001425,CUST001425,MERC00052,CARD000975,2025-07-02,transfer,mobile_money,436074,UGX,pending,UG
TXN00003176,ACC001425,CUST001425,MERC00011,CARD000975,2025-09-03,payment,card_pos,484622,UGX,success,UG
TXN00003177,ACC001425,CUST001425,MERC00029,CARD000975,2025-01-19,transfer,card_pos,446437,UGX,pending,UG
TXN00003178,ACC001425,CUST001425,MERC00019,CARD000975,2025-01-20,transfer,card_online,173444,UGX,success,UG
TXN00003179,ACC001426,CUST001426,MERC00049,CARD000976,2024-02-13,deposit,bank_transfer,258107,UGX,success,UG
TXN00003180,ACC001426,CUST001426,MERC00071,CARD000976,2025-03-31,deposit,bank_transfer,400424,UGX,pending,UG
TXN00003181,ACC001426,CUST001426,MERC00011,CARD000976,2024-07-12,deposit,bank_transfer,276406,UGX,pending,UG
TXN00003182,ACC001426,CUST001426,MERC00060,CARD000976,2024-04-22,deposit,mobile_money,263802,UGX,failed,UG
TXN00003183,ACC001427,CUST001427,MERC00046,CARD000977,2024-11-20,bill_pay,card_online,490329,UGX,failed,UG
TXN00003184,ACC001427,CUST001427,MERC00073,CARD000977,2024-05-13,transfer,agent_cashin,220008,UGX,pending,UG
TXN00003185,ACC001427,CUST001427,MERC00014,CARD000977,2024-05-07,deposit,agent_cashin,332886,UGX,success,UG
TXN00003186,ACC001427,CUST001427,MERC00035,CARD000977,2024-08-03,bill_pay,bank_transfer,370962,UGX,pending,UG
TXN00003187,ACC001428,CUST001428,MERC00061,CARD000978,2024-10-06,transfer,mobile_money,286307,UGX,success,UG
TXN00003188,ACC001428,CUST001428,MERC00039,CARD000978,2025-04-12,deposit,agent_cashin,235520,UGX,success,UG
TXN00003189,ACC001428,CUST001428,MERC00013,CARD000978,2024-12-25,payment,card_online,398664,UGX,success,UG
TXN00003190,ACC001428,CUST001428,MERC00058,CARD000978,2025-05-01,deposit,bank_transfer,284328,UGX,failed,UG
TXN00003191,ACC001429,CUST001429,MERC00016,CARD000979,2024-09-10,payment,card_pos,239722,UGX,success,UG
TXN00003192,ACC001429,CUST001429,MERC00012,CARD000979,2024-08-17,transfer,card_online,270730,UGX,pending,UG
TXN00003193,ACC001429,CUST001429,MERC00049,CARD000979,2025-11-03,payment,agent_cashin,223533,UGX,success,UG
TXN00003194,ACC001429,CUST001429,MERC00066,CARD000979,2025-04-25,payment,mobile_money,209053,UGX,pending,UG
TXN00003195,ACC001430,CUST001430,MERC00017,CARD000980,2024-12-13,deposit,bank_transfer,421250,UGX,pending,UG
TXN00003196,ACC001430,CUST001430,MERC00004,CARD000980,2025-09-23,withdrawal,agent_cashin,370774,UGX,success,UG
TXN00003197,ACC001430,CUST001430,MERC00042,CARD000980,2024-09-07,transfer,card_online,298541,UGX,pending,UG
TXN00003198,ACC001430,CUST001430,MERC00072,CARD000980,2025-11-15,deposit,bank_transfer,457528,UGX,success,UG
TXN00003199,ACC001431,CUST001431,MERC00045,CARD000981,2025-10-11,deposit,card_pos,227622,UGX,success,UG
TXN00003200,ACC001431,CUST001431,MERC00001,CARD000981,2024-09-26,bill_pay,bank_transfer,367397,UGX,success,UG
TXN00003201,ACC001431,CUST001431,MERC00073,CARD000981,2024-11-23,bill_pay,card_pos,165403,UGX,success,UG
TXN00003202,ACC001431,CUST001431,MERC00063,CARD000981,2024-06-18,withdrawal,card_online,159753,UGX,pending,UG
TXN00003203,ACC001432,CUST001432,MERC00026,,2024-02-07,bill_pay,mobile_money,180171,UGX,success,UG
TXN00003204,ACC001432,CUST001432,MERC00056,,2024-08-25,withdrawal,card_pos,196445,UGX,failed,UG
TXN00003205,ACC001432,CUST001432,MERC00067,,2024-08-14,transfer,card_pos,126329,UGX,success,UG
TXN00003206,ACC001432,CUST001432,MERC00055,,2024-05-07,withdrawal,bank_transfer,171880,UGX,pending,UG
TXN00003207,ACC001433,CUST001433,MERC00030,,2024-08-22,bill_pay,card_pos,378084,UGX,failed,UG
TXN00003208,ACC001433,CUST001433,MERC00068,,2024-06-22,payment,card_pos,400314,UGX,pending,UG
TXN00003209,ACC001433,CUST001433,MERC00018,,2025-07-10,deposit,card_online,234566,UGX,success,UG
TXN00003210,ACC001433,CUST001433,MERC00057,,2025-02-11,withdrawal,bank_transfer,338421,UGX,success,UG
TXN00003211,ACC002958,CUST002958,MERC00029,CARD002013,2025-07-23,withdrawal,agent_cashin,405497,UGX,success,UG
TXN00003212,ACC002958,CUST002958,MERC00021,CARD002013,2025-08-08,deposit,card_pos,299711,UGX,success,UG
TXN00003213,ACC002958,CUST002958,MERC00072,CARD002013,2025-03-15,transfer,agent_cashin,380242,UGX,failed,UG
TXN00003214,ACC002958,CUST002958,MERC00015,CARD002013,2025-03-13,withdrawal,mobile_money,364992,UGX,pending,UG
TXN00003215,ACC002959,CUST002959,MERC00068,CARD002014,2025-02-07,bill_pay,card_pos,304837,UGX,failed,UG
TXN00003216,ACC002959,CUST002959,MERC00026,CARD002014,2024-12-09,transfer,mobile_money,375386,UGX,failed,UG
TXN00003217,ACC002959,CUST002959,MERC00069,CARD002014,2025-03-26,deposit,agent_cashin,200588,UGX,success,UG
TXN00003218,ACC002959,CUST002959,MERC00060,CARD002014,2025-10-16,withdrawal,card_online,382795,UGX,pending,UG
TXN00003219,ACC002960,CUST002960,MERC00069,CARD002015,2024-09-24,bill_pay,bank_transfer,433478,UGX,pending,UG
TXN00003220,ACC002960,CUST002960,MERC00067,CARD002015,2024-12-23,transfer,mobile_money,224254,UGX,pending,UG
TXN00003221,ACC002960,CUST002960,MERC00001,CARD002015,2024-07-03,payment,agent_cashin,246347,UGX,success,UG
TXN00003222,ACC002960,CUST002960,MERC00053,CARD002015,2024-01-20,bill_pay,card_pos,215478,UGX,success,UG
TXN00003223,ACC002961,CUST002961,MERC00047,,2025-07-18,withdrawal,card_online,498182,UGX,success,UG
TXN00003224,ACC002961,CUST002961,MERC00013,,2024-01-27,payment,mobile_money,458584,UGX,success,UG
TXN00003225,ACC002961,CUST002961,MERC00068,,2024-11-11,transfer,card_pos,234649,UGX,failed,UG
TXN00003226,ACC002961,CUST002961,MERC00060,,2024-01-10,transfer,card_pos,354873,UGX,pending,UG
TXN00003227,ACC002962,CUST002962,MERC00045,CARD002016,2024-09-18,deposit,agent_cashin,270783,UGX,success,UG
TXN00003228,ACC002962,CUST002962,MERC00066,CARD002016,2024-04-22,transfer,mobile_money,415812,UGX,success,UG
TXN00003229,ACC002962,CUST002962,MERC00003,CARD002016,2025-07-30,withdrawal,bank_transfer,191427,UGX,success,UG
TXN00003230,ACC002962,CUST002962,MERC00035,CARD002016,2025-03-04,transfer,card_online,236145,UGX,failed,UG
TXN00003231,ACC002963,CUST002963,MERC00065,,2025-09-12,deposit,mobile_money,250269,UGX,pending,UG
TXN00003232,ACC002963,CUST002963,MERC00054,,2024-04-12,payment,mobile_money,321056,UGX,success,UG
TXN00003233,ACC002963,CUST002963,MERC00068,,2024-12-16,transfer,bank_transfer,379065,UGX,success,UG
TXN00003234,ACC002963,CUST002963,MERC00072,,2025-06-15,payment,agent_cashin,364748,UGX,success,UG
TXN00003235,ACC002964,CUST002964,MERC00057,CARD002017,2025-04-02,bill_pay,bank_transfer,282791,UGX,success,UG
TXN00003236,ACC002964,CUST002964,MERC00008,CARD002017,2025-04-27,withdrawal,agent_cashin,434696,UGX,success,UG
TXN00003237,ACC002964,CUST002964,MERC00021,CARD002017,2025-10-13,transfer,bank_transfer,217881,UGX,failed,UG
TXN00003238,ACC002964,CUST002964,MERC00062,CARD002017,2025-07-16,transfer,card_online,364823,UGX,success,UG
TXN00003239,ACC002965,CUST002965,MERC00043,CARD002018,2025-11-30,withdrawal,bank_transfer,406631,UGX,pending,UG
TXN00003240,ACC002965,CUST002965,MERC00072,CARD002018,2025-05-09,withdrawal,mobile_money,436593,UGX,pending,UG
TXN00003241,ACC002965,CUST002965,MERC00033,CARD002018,2025-07-07,deposit,card_pos,204182,UGX,success,UG
TXN00003242,ACC002965,CUST002965,MERC00050,CARD002018,2024-01-11,bill_pay,card_pos,442807,UGX,success,UG
TXN00003243,ACC002966,CUST002966,MERC00022,CARD002019,2024-02-24,withdrawal,bank_transfer,317293,UGX,success,UG
TXN00003244,ACC002966,CUST002966,MERC00007,CARD002019,2024-12-01,payment,card_pos,284028,UGX,success,UG
TXN00003245,ACC002966,CUST002966,MERC00033,CARD002019,2024-12-01,transfer,agent_cashin,299218,UGX,success,UG
TXN00003246,ACC002966,CUST002966,MERC00029,CARD002019,2024-01-30,bill_pay,mobile_money,268637,UGX,failed,UG
TXN00003247,ACC002967,CUST002967,MERC00063,,2024-03-09,deposit,mobile_money,339781,UGX,success,UG
TXN00003248,ACC002967,CUST002967,MERC00060,,2025-08-12,bill_pay,mobile_money,338724,UGX,success,UG
TXN00003249,ACC002967,CUST002967,MERC00018,,2025-08-24,transfer,card_online,277709,UGX,success,UG
TXN00003250,ACC002967,CUST002967,MERC00006,,2024-10-03,bill_pay,agent_cashin,400768,UGX,failed,UG
TXN00003251,ACC002968,CUST002968,MERC00067,CARD002020,2024-02-14,transfer,agent_cashin,380817,UGX,success,UG
TXN00003252,ACC002968,CUST002968,MERC00029,CARD002020,2025-07-20,withdrawal,card_pos,438529,UGX,success,UG
TXN00003253,ACC002968,CUST002968,MERC00022,CARD002020,2024-07-20,transfer,mobile_money,400650,UGX,pending,UG
TXN00003254,ACC002968,CUST002968,MERC00058,CARD002020,2024-12-11,payment,bank_transfer,318842,UGX,success,UG
TXN00003255,ACC002969,CUST002969,MERC00073,,2024-02-07,deposit,agent_cashin,332969,UGX,success,UG
TXN00003256,ACC002969,CUST002969,MERC00068,,2024-07-13,transfer,agent_cashin,391660,UGX,failed,UG
TXN00003257,ACC002969,CUST002969,MERC00049,,2025-06-21,deposit,card_pos,426077,UGX,success,UG
TXN00003258,ACC002969,CUST002969,MERC00014,,2025-10-21,transfer,card_pos,250292,UGX,pending,UG
TXN00003259,ACC002970,CUST002970,MERC00004,,2025-02-22,transfer,agent_cashin,444869,UGX,success,UG
TXN00003260,ACC002970,CUST002970,MERC00028,,2024-11-09,transfer,mobile_money,448397,UGX,failed,UG
TXN00003261,ACC002970,CUST002970,MERC00027,,2025-01-22,transfer,card_online,242088,UGX,pending,UG
TXN00003262,ACC002970,CUST002970,MERC00051,,2024-09-23,bill_pay,bank_transfer,401561,UGX,success,UG
TXN00003263,ACC002971,CUST002971,MERC00018,CARD002021,2024-05-09,deposit,mobile_money,479599,UGX,success,UG
TXN00003264,ACC002971,CUST002971,MERC00064,CARD002021,2025-01-23,payment,agent_cashin,349264,UGX,pending,UG
TXN00003265,ACC002971,CUST002971,MERC00035,CARD002021,2024-09-01,deposit,card_pos,371170,UGX,success,UG
TXN00003266,ACC002971,CUST002971,MERC00029,CARD002021,2024-12-09,payment,agent_cashin,397867,UGX,success,UG
TXN00003267,ACC002972,CUST002972,MERC00024,CARD002022,2025-11-01,bill_pay,mobile_money,230056,UGX,success,UG
TXN00003268,ACC002972,CUST002972,MERC00008,CARD002022,2025-05-22,payment,bank_transfer,373437,UGX,success,UG
TXN00003269,ACC002972,CUST002972,MERC00063,CARD002022,2024-10-15,deposit,card_pos,165554,UGX,success,UG
TXN00003270,ACC002972,CUST002972,MERC00070,CARD002022,2024-03-29,withdrawal,mobile_money,240150,UGX,pending,UG
TXN00003271,ACC002973,CUST002973,MERC00053,,2025-09-07,transfer,card_online,131316,UGX,success,UG
TXN00003272,ACC002973,CUST002973,MERC00018,,2025-07-31,payment,mobile_money,242143,UGX,success,UG
TXN00003273,ACC002973,CUST002973,MERC00056,,2025-05-20,deposit,card_pos,230843,UGX,pending,UG
TXN00003274,ACC002973,CUST002973,MERC00042,,2025-05-08,bill_pay,card_online,471558,UGX,failed,UG
TXN00003275,ACC002974,CUST002974,MERC00010,,2024-06-26,deposit,card_pos,433181,UGX,failed,UG
TXN00003276,ACC002974,CUST002974,MERC00050,,2024-08-07,withdrawal,mobile_money,398563,UGX,failed,UG
TXN00003277,ACC002974,CUST002974,MERC00047,,2025-03-02,withdrawal,bank_transfer,242546,UGX,success,UG
TXN00003278,ACC002974,CUST002974,MERC00069,,2025-10-26,bill_pay,agent_cashin,235648,UGX,pending,UG
TXN00003279,ACC002975,CUST002975,MERC00071,CARD002023,2024-08-08,payment,card_pos,321606,UGX,success,UG
TXN00003280,ACC002975,CUST002975,MERC00049,CARD002023,2024-08-10,bill_pay,agent_cashin,469518,UGX,success,UG
TXN00003281,ACC002975,CUST002975,MERC00031,CARD002023,2024-11-11,withdrawal,mobile_money,298061,UGX,success,UG
TXN00003282,ACC002975,CUST002975,MERC00073,CARD002023,2024-05-25,withdrawal,agent_cashin,240451,UGX,success,UG
TXN00003283,ACC000583,CUST000583,MERC00039,CARD000402,2024-04-04,bill_pay,bank_transfer,263722,UGX,pending,UG
TXN00003284,ACC000583,CUST000583,MERC00038,CARD000402,2024-11-09,payment,card_online,262294,UGX,failed,UG
TXN00003285,ACC000583,CUST000583,MERC00004,CARD000402,2025-07-08,payment,mobile_money,277093,UGX,success,UG
TXN00003286,ACC000583,CUST000583,MERC00018,CARD000402,2024-09-14,withdrawal,mobile_money,344322,UGX,success,UG
TXN00003287,ACC000584,CUST000584,MERC00005,CARD000403,2025-03-15,deposit,card_pos,353626,UGX,success,UG
TXN00003288,ACC000584,CUST000584,MERC00007,CARD000403,2025-04-02,bill_pay,agent_cashin,472095,UGX,failed,UG
TXN00003289,ACC000584,CUST000584,MERC00066,CARD000403,2024-05-27,transfer,mobile_money,308553,UGX,success,UG
TXN00003290,ACC000584,CUST000584,MERC00065,CARD000403,2025-03-09,bill_pay,agent_cashin,426715,UGX,failed,UG
TXN00003291,ACC000585,CUST000585,MERC00073,CARD000404,2025-10-02,transfer,agent_cashin,317319,UGX,success,UG
TXN00003292,ACC000585,CUST000585,MERC00006,CARD000404,2024-08-28,bill_pay,mobile_money,258810,UGX,success,UG
TXN00003293,ACC000585,CUST000585,MERC00036,CARD000404,2025-10-26,transfer,mobile_money,360294,UGX,success,UG
TXN00003294,ACC000585,CUST000585,MERC00059,CARD000404,2024-11-21,bill_pay,card_pos,482339,UGX,success,UG
TXN00003295,ACC000586,CUST000586,MERC00045,CARD000405,2025-03-12,bill_pay,bank_transfer,370070,UGX,success,UG
TXN00003296,ACC000586,CUST000586,MERC00047,CARD000405,2025-05-26,withdrawal,mobile_money,257137,UGX,success,UG
TXN00003297,ACC000586,CUST000586,MERC00035,CARD000405,2024-12-04,bill_pay,card_online,384798,UGX,success,UG
TXN00003298,ACC000586,CUST000586,MERC00012,CARD000405,2024-01-09,withdrawal,agent_cashin,376680,UGX,success,UG
TXN00003299,ACC000587,CUST000587,MERC00051,CARD000406,2024-09-05,transfer,mobile_money,315671,UGX,success,UG
TXN00003300,ACC000587,CUST000587,MERC00048,CARD000406,2024-09-29,payment,card_online,423920,UGX,success,UG
